;figi;ticker;share_name;datetime;last_price;sell_flag;buy_flag;strategy_id;profit;currency
0;BBG000QF1Q17;FESH;ДВМП;2012-10-15;5.395;1;0;sma;0;rub
1;BBG000BPH459;MSFT;Microsoft Corporation;2012-10-16;28.315;1;0;sma;0;usd
2;BBG000BLPBL5;AVB;AvalonBay Communities REIT;2012-10-17;132.77;1;0;sma;0;usd
3;BBG000BC4185;HA;Hawaiian Holdings Inc;2012-10-18;5.5151;1;0;sma;0;usd
4;BBG000C8H633;MRO;Marathon Oil;2012-10-18;34.78;0;1;sma;0;usd
5;BBG000NDYB67;GM;General Motors;2012-10-19;31.65;0;1;sma;0;usd
6;BBG000PRJ2Z9;SPR;Spirit AeroSystems Holdings;2012-10-19;20.7668;1;0;sma;0;usd
7;BBG000BLZRJ2;MS;Morgan Stanley;2012-10-19;23.41;0;1;sma;0;usd
8;BBG000FQ6PY6;CTXS;Citrix Systems;2012-10-19;53.001;1;0;sma;0;usd
9;BBG000BMY992;KR;Kroger;2012-10-19;17.225;0;1;sma;0;usd
10;BBG000Q4NZ54;ENV;Envestnet Inc;2012-10-22;18.74;0;1;sma;0;usd
11;BBG000BLF8D2;HRL;Hormel Foods;2012-10-22;21.03;0;1;sma;0;usd
12;BBG000BK5S78;GCO;Genesco Inc;2012-10-22;64.0;1;0;sma;0;usd
13;BBG000C2L2L0;JLL;Jones Lang LaSalle Inc;2012-10-23;94.2692;0;1;sma;0;usd
14;BBG000BBD070;HES;Hess;2012-10-24;72.22;0;1;sma;0;usd
15;BBG000BH1NH9;DE;Deere & Company;2012-10-24;92.58;0;1;sma;0;usd
16;BBG000BBL0Y1;ALK;Alaska Air Group;2012-10-24;32.735;0;1;sma;0;usd
17;BBG00KHY5S69;AVGO;Broadcom;2012-10-24;33.62;1;0;sma;0;usd
18;BBG000BKFBD7;STT;State Street;2012-10-25;63.81;0;1;sma;0;usd
19;BBG000CH5208;UNH;UnitedHealth;2012-10-25;62.14;0;1;sma;0;usd
20;BBG0016T3GQ0;VC;Visteon Corp;2012-10-25;37.1301;0;1;sma;0;usd
21;BBG000H01H92;AMCX;AMC Networks Inc;2012-10-26;66.44;0;1;sma;0;usd
22;BBG000KLB4Q1;SWKS;Skyworks Solutions;2012-10-26;23.6;1;0;sma;0;usd
23;BBG004731354;ROSN;Роснефть;2012-10-29;247.8;0;1;sma;0;rub
24;BBG00475KKY8;NVTK;НОВАТЭК;2012-10-29;311.06;1;0;sma;0;rub
25;BBG000BH3GZ2;YUM;Yum!;2012-10-31;50.4488;0;1;sma;0;usd
26;BBG000BZCKH3;MTD;Mettler Toledo;2012-10-31;220.3;0;1;sma;0;usd
27;BBG000BCMBG4;FTNT;Fortinet Inc;2012-10-31;3.79;1;0;sma;0;usd
28;BBG000BLRP41;OLED;Universal Display Corp;2012-11-02;30.9426;1;0;sma;0;usd
29;BBG000DQLV23;BMY;Bristol-Myers Squibb;2012-11-02;43.76;0;1;sma;0;usd
30;BBG000BCZBF1;SAM;Boston Beer Co Inc The;2012-11-02;152.37;0;1;sma;0;usd
31;BBG000BHLYS1;ED;Consolidated Edison;2012-11-02;59.61;1;0;sma;0;usd
32;BBG000BMNBY1;EEFT;Euronet Worldwide Inc;2012-11-02;32.48;0;1;sma;0;usd
33;BBG000DCCZW2;AGCO;AGCO Corp;2012-11-02;50.8683;0;1;sma;0;usd
34;BBG000BCWWV0;CMCO;Columbus McKinnon Corp;2012-11-05;18.852;0;1;sma;0;usd
35;BBG000BK2F42;FIS;Fidelity National Information;2012-11-05;45.24;0;1;sma;0;usd
36;BBG000LD9JQ8;WYNN;Wynn Resorts;2012-11-05;142.43;0;1;sma;0;usd
37;BBG000BT9DW0;SO;Southern;2012-11-06;45.52;1;0;sma;0;usd
38;BBG000BR37X2;PGR;Progressive;2012-11-06;25.81;0;1;sma;0;usd
39;BBG000BKQDQ7;ROCK;Gibraltar Industries Inc;2012-11-07;17.43;0;1;sma;0;usd
40;BBG000C2PW58;BLK;BlackRock;2012-11-07;283.35;0;1;sma;0;usd
41;BBG000BNPS52;TRMB;Trimble Inc;2012-11-08;27.73;0;1;sma;0;usd
42;BBG000PVGDH9;TTM;Tata Motors;2012-11-09;28.0097;0;1;sma;0;usd
43;BBG000BMDBZ1;JBHT;JB Hunt;2012-11-09;74.25;0;1;sma;0;usd
44;BBG000BFL116;FSLR;First Solar;2012-11-12;51.111;0;1;sma;0;usd
45;BBG000BQVTF5;PCAR;PACCAR;2012-11-12;53.97;0;1;sma;0;usd
46;BBG000JLC8L8;SSD;Simpson Manufacturing Co Inc;2012-11-13;26.5432;0;1;sma;0;usd
47;BBG000BRW644;EPC;Edgewell Personal Care Co;2012-11-14;67.1183;0;1;sma;0;usd
48;BBG000BBGQF1;AIR;AAR Corp;2012-11-14;19.4837;0;1;sma;0;usd
49;BBG000BHB3M6;DOV;Dover;2012-11-15;52.9171;0;1;sma;0;usd
50;BBG000BC33T9;ARE;Alexandria Real Estate Equities REIT;2012-11-15;67.89;1;0;sma;0;usd
51;BBG000BVVQQ8;TXT;Textron;2012-11-16;25.74;1;0;sma;0;usd
52;BBG000B9ZV28;AMED;Amedisys Inc;2012-11-16;11.71;1;0;sma;0;usd
53;BBG00475K6C3;CHMF;Северсталь;2012-11-19;275.1;1;0;sma;0;rub
54;BBG000BQ8KV2;NUE;Nucor;2012-11-20;44.49;0;1;sma;0;usd
55;BBG000D0FNV3;WCC;WESCO International Inc;2012-11-20;71.78;0;1;sma;0;usd
56;BBG000CM6L31;CRMT;America's Car-Mart Inc TX;2012-11-21;43.48;1;0;sma;0;usd
57;BBG0047315D0;SNGS;Сургутнефтегаз;2012-11-22;27.25;1;0;sma;0;rub
58;BBG000BGLRN3;LUMN;Lumen Technologies;2012-11-23;34.13;1;0;sma;0;usd
59;BBG000BLMDQ9;HXL;Hexcel Corp;2012-11-26;33.163;0;1;sma;0;usd
60;BBG000K4WS65;CVCO;Cavco Industries Inc;2012-11-26;47.82;0;1;sma;0;usd
61;BBG017BXPZ85;CR;Crane Holdings;2012-11-27;51.7812;0;1;sma;0;usd
62;BBG000BXMFC3;URI;United Rentals;2012-11-27;49.88;0;1;sma;0;usd
63;BBG000C7LMS8;AZO;AutoZone;2012-11-28;419.5;0;1;sma;0;usd
64;BBG004S682Z6;RTKM;Ростелеком;2012-11-28;111.36;1;0;sma;0;rub
65;BBG000R0L5J4;TDC;Teradata;2012-11-28;56.08;1;0;sma;0;usd
66;BBG000PTLGZ1;LEA;Lear Corp;2012-11-28;56.6481;0;1;sma;0;usd
67;BBG000BJD1D4;JOBS;51job;2012-11-29;32.355;0;1;sma;0;usd
68;BBG004S68CV8;VSMO;ВСМПО-АВИСМА;2012-11-30;5825.8;0;1;sma;0;rub
69;BBG000BB99S3;SLAB;Silicon Laboratories Inc;2012-11-30;42.71;0;1;sma;0;usd
70;BBG000BBCDZ2;ROK;Rockwell Automation;2012-12-03;86.88;0;1;sma;0;usd
71;BBG000BJ41X2;NSP;InsperIty Inc;2012-12-04;12.8861;0;1;sma;0;usd
72;BBG000HGYNZ9;STLD;Steel Dynamics Inc;2012-12-04;12.7514;0;1;sma;0;usd
73;BBG000BC4185;HA;Hawaiian Holdings Inc;2012-12-04;5.9641;0;1;sma;0;usd
74;BBG000BBGQF1;AIR;AAR Corp;2012-12-04;20.0396;0;1;sma;0;usd
75;BBG000BDXCJ5;CNC;Centene Corporation;2012-12-04;12.52;0;1;sma;0;usd
76;BBG000BJ0932;MCRI;Monarch Casino & Resort Inc;2012-12-05;16.87;0;1;sma;0;usd
77;BBG000BX57K1;XRAY;Dentsply Sirona;2012-12-05;40.87;0;1;sma;0;usd
78;BBG000B9XRY4;AAPL;Apple;2012-12-06;15.69;1;0;sma;0;usd
79;BBG000BRVP70;R;Ryder System;2012-12-06;58.85;0;1;sma;0;usd
80;BBG000BLCPY4;HP;Helmerich & Payne;2012-12-06;61.81;0;1;sma;0;usd
81;BBG000BQPC32;F;Ford;2012-12-07;15.28;0;1;sma;0;usd
82;BBG000BTNGZ4;OMCL;Omnicell Inc;2012-12-07;19.19;0;1;sma;0;usd
83;BBG000G1C210;OFIX;Orthofix Medical Inc;2012-12-10;26.53;1;0;sma;0;usd
84;BBG000BJF1Z8;FDX;FedEx;2012-12-10;97.19;0;1;sma;0;usd
85;BBG000BJX8C8;NOV;National Oilwell Varco;2012-12-11;64.7523;1;0;sma;0;usd
86;BBG004S681W1;MTSS;МТС;2012-12-11;274.37;0;1;sma;0;rub
87;BBG004S686W0;UPRO;Юнипро;2012-12-11;2.566;1;0;sma;0;rub
88;BBG000F5VVB6;NDAQ;Nasdaq;2012-12-11;32.425;0;1;sma;0;usd
89;BBG000FQRVM3;WAT;Waters;2012-12-11;100.38;0;1;sma;0;usd
90;BBG000BRXP69;EW;Edwards Lifesciences;2012-12-11;10.9;1;0;sma;0;usd
91;BBG000CGC1X8;QCOM;Qualcomm;2012-12-11;62.03;0;1;sma;0;usd
92;BBG000DM2BF3;SNBR;Sleep Number Corp;2012-12-12;25.055;1;0;sma;0;usd
93;BBG000RGM5P1;TEL;TE Connectivity;2012-12-13;46.41;0;1;sma;0;usd
94;BBG000DBKR53;SMTC;Semtech Corp;2012-12-14;33.44;0;1;sma;0;usd
95;BBG000DKCC19;TSN;Tyson Foods;2012-12-14;26.05;0;1;sma;0;usd
96;BBG000CF5097;GBX;Greenbrier Cos Inc;2012-12-14;20.1494;0;1;sma;0;usd
97;BBG000BMQCP6;KEX;Kirby Corp;2012-12-14;80.09;0;1;sma;0;usd
98;BBG000BGCQT9;CRS;Carpenter Technology Corp;2012-12-14;41.4759;1;0;sma;0;usd
99;BBG004730N88;SBER;Сбер Банк;2012-12-14;96.44;0;1;sma;0;rub
100;BBG000CL9VN6;NFLX;Netflix;2012-12-17;29.663;0;1;sma;0;usd
101;BBG000BCSST7;BA;BOEING;2012-12-17;98.75;0;1;sma;0;usd
102;BBG000BS1YV5;TTWO;Take-Two Interactive Software;2012-12-17;18.65;0;1;sma;0;usd
103;BBG000BPWXK1;NEM;Newmont Goldcorp Corporation;2012-12-17;29.17;1;0;sma;0;usd
104;BBG000BBNYF6;DRI;Darden Restaurants;2012-12-18;45.6309;1;0;sma;0;usd
105;BBG000BV4DR6;TER;Teradyne Inc;2012-12-19;16.6665;0;1;sma;0;usd
106;BBG000R7Z112;DAL;Delta Air Lines;2012-12-19;17.49;0;1;sma;0;usd
107;BBG000J2XL74;PM;Philip Morris;2012-12-19;87.75;1;0;sma;0;usd
108;BBG000N9MNX3;TSLA;Tesla Motors;2012-12-19;18.3;0;1;sma;0;usd
109;BBG000BK67C7;GD;General Dynamics;2012-12-20;79.42;0;1;sma;0;usd
110;BBG000BKZTP3;HOG;Harley-Davidson;2012-12-20;55.25;0;1;sma;0;usd
111;BBG000BSHJ96;SAFM;Sanderson Farms Inc;2012-12-20;66.8333;0;1;sma;0;usd
112;BBG000C22QV7;SEE;Sealed Air;2012-12-20;25.84;0;1;sma;0;usd
113;BBG000DN7P92;SYK;Stryker;2012-12-20;66.17;0;1;sma;0;usd
114;BBG000BSLZY7;SCHW;The Charles Schwab Corporation;2012-12-20;22.19;0;1;sma;0;usd
115;BBG000BNGBW9;NOK;Nokia;2012-12-21;4.13;0;1;sma;0;usd
116;BBG004S684M6;SIBN;Газпром нефть;2012-12-21;119.42;1;0;sma;0;rub
117;BBG000BCD3D5;ARW;Arrow Electronics Inc;2012-12-21;41.07;0;1;sma;0;usd
118;BBG000BP0KQ8;EA;Electronic Arts;2012-12-21;23.83;0;1;sma;0;usd
119;BBG000BCLYL9;MSM;MSC Industrial Direct Co Inc;2012-12-21;67.47;0;1;sma;0;usd
120;BBG000BKL348;GPC;Genuine Parts;2012-12-24;83.5;0;1;sma;0;usd
121;BBG000BNMHS4;MAN;ManpowerGroup Inc;2012-12-24;53.2657;0;1;sma;0;usd
122;BBG000BFDLV8;CERN;Cerner;2012-12-26;48.93;0;1;sma;0;usd
123;BBG000FQ7YR4;LYV;Live Nation Entertainment Inc;2012-12-26;16.08;0;1;sma;0;usd
124;BBG004TC84Z8;TRMK;Трубная Металлургическая Компания;2012-12-26;87.28;1;0;sma;0;rub
125;BBG000CL1FG7;BRKR;Bruker Corp;2012-12-26;16.5949;0;1;sma;0;usd
126;BBG000BVV7G1;TXN;Texas Instruments;2012-12-26;36.59;0;1;sma;0;usd
127;BBG001D8R5D0;XYL;Xylem;2012-12-27;29.08;0;1;sma;0;usd
128;BBG000JYP7L8;CE;Celanese Corp;2012-12-27;42.665;0;1;sma;0;usd
129;BBG000BHR1H9;SHI;Sinopec Shanghai Petrochemical;2012-12-27;21.14;0;1;sma;0;usd
130;BBG000BJBZ23;MKTX;MarketAxess Holdings Inc;2012-12-27;48.226;0;1;sma;0;usd
131;BBG000BMWKC5;KMT;Kennametal Inc;2012-12-28;35.2385;0;1;sma;0;usd
132;BBG000BS5DR2;RHI;Robert Half;2012-12-28;34.69;0;1;sma;0;usd
133;BBG000BPBVW5;CGNX;Cognex Corp;2012-12-31;12.6331;0;1;sma;0;usd
134;BBG000GW06J7;EBS;Emergent BioSolutions Inc;2012-12-31;16.5278;0;1;sma;0;usd
135;BBG000BCWWV0;CMCO;Columbus McKinnon Corp;2012-12-31;23.623;0;1;sma;0;usd
136;BBG000C1DHF5;CRUS;Cirrus Logic Inc;2012-12-31;19.16;1;0;sma;0;usd
137;BBG000BGF8B5;MANT;ManTech International Corp VA;2012-12-31;23.0627;0;1;sma;0;usd
138;BBG000BL0T06;UFPI;UUFP Industries, Inc;2013-01-02;12.687899999999999;0;1;sma;0;usd
139;BBG000BGPTV6;CMI;Cummins;2013-01-02;116.48;0;1;sma;0;usd
140;BBG000C3FGH9;GHC;Graham Holdings Co;2013-01-02;293.723;0;1;sma;0;usd
141;BBG000K88H58;FCN;FTI Consulting Inc;2013-01-03;37.09;0;1;sma;0;usd
142;BBG000CX0P89;GPN;Global Payments;2013-01-03;23.97;0;1;sma;0;usd
143;BBG000MXH9C1;RRGB;Red Robin Gourmet Burgers Inc;2013-01-03;59.16;0;1;sma;0;usd
144;BBG000BY33P5;JNPR;Juniper Networks;2013-01-03;21.03;0;1;sma;0;usd
145;BBG000BR3KL6;PH;Parker-Hannifin;2013-01-04;103.11;0;1;sma;0;usd
146;BBG001M8HHB7;TRIP;TripAdvisor;2013-01-04;60.62;0;1;sma;0;usd
147;BBG000BJPDZ1;ISRG;Intuitive Surgical;2013-01-04;45.71;1;0;sma;0;usd
148;BBG000L5CJF3;XPO;XPO Logistics Inc;2013-01-04;23.52;0;1;sma;0;usd
149;BBG000JWD753;LVS;Las Vegas Sands Corp;2013-01-04;38.9001;0;1;sma;0;usd
150;BBG000BW2QX0;UNM;Unum;2013-01-07;31.46;0;1;sma;0;usd
151;BBG000M65M61;UAL;United Airlines Holdings;2013-01-07;31.8;0;1;sma;0;usd
152;BBG000BQY289;PDCO;Patterson;2013-01-07;40.47;0;1;sma;0;usd
153;BBG004S68B31;ALRS;АЛРОСА;2013-01-07;32.0;0;1;sma;0;rub
154;BBG000BNHSP9;JEF;Jefferies Financial Group;2013-01-07;27.67;0;1;sma;0;usd
155;BBG000BWPXQ8;BTI;British American Tobacco;2013-01-08;53.53;0;1;sma;0;usd
156;BBG00R2JZG39;OI;O-I Glass;2013-01-08;29.5;0;1;sma;0;usd
157;BBG000BBTJZ1;ERIE;Erie IndemnIty Co;2013-01-08;68.6116;0;1;sma;0;usd
158;BBG000BF8CN3;ANDE;Andersons Inc;2013-01-08;35.7669;0;1;sma;0;usd
159;BBG000Q3JN03;RF;Regions Financial;2013-01-09;10.42;0;1;sma;0;usd
160;BBG0113JGQF0;STX;Seagate;2013-01-09;40.43;0;1;sma;0;usd
161;BBG000BJ26K7;ALB;Albemarle;2013-01-09;62.81;0;1;sma;0;usd
162;BBG000C4QP94;PRGS;Progress Software Corp;2013-01-09;24.522100000000002;0;1;sma;0;usd
163;BBG000BJDB15;FCX;Freeport-McMoRan;2013-01-09;29.99;1;0;sma;0;usd
164;BBG000C5QMB5;KFY;Korn Ferry;2013-01-09;18.9082;0;1;sma;0;usd
165;BBG000BWNFZ9;WDC;Western Digital;2013-01-09;70.09;0;1;sma;0;usd
166;BBG00BN961G4;DD;DuPont de Nemours Inc;2013-01-09;41.5518;0;1;sma;0;usd
167;BBG000F7RCJ1;AAP;Advance Auto Parts;2013-01-10;82.22;0;1;sma;0;usd
168;BBG000FKMP26;AEIS;Advanced Energy Industries Inc;2013-01-10;21.49;0;1;sma;0;usd
169;BBG000CTQBF3;SBUX;Starbucks Corporation;2013-01-10;33.83;0;1;sma;0;usd
170;BBG000CS0D96;CACC;Credit Acceptance Corp;2013-01-10;114.14;0;1;sma;0;usd
171;BBG000BB6KF5;MET;MetLife;2013-01-10;43.5498;0;1;sma;0;usd
172;BBG000C42VX0;MMSI;MerIt Medical Systems Inc;2013-01-10;13.12;1;0;sma;0;usd
173;BBG000BV95H9;TKR;Timken Co The;2013-01-10;35.1798;0;1;sma;0;usd
174;BBG000BFD605;CENT;Central Garden & Pet Co;2013-01-10;7.49;1;0;sma;0;usd
175;BBG000BWPP85;WERN;Werner Enterprises Inc;2013-01-11;20.2468;0;1;sma;0;usd
176;BBG000BWQFY7;WFC;Wells Fargo & Company;2013-01-11;44.31;0;1;sma;0;usd
177;BBG0047315Y7;SBERP;Сбер Банк - привилегированные акции;2013-01-11;78.18;0;1;sma;0;rub
178;BBG000BH5LT6;RIG;Transocean;2013-01-11;48.49;0;1;sma;0;usd
179;BBG000BC4JJ4;APD;Air Products & Chemicals;2013-01-11;96.2594;0;1;sma;0;usd
180;BBG000BS0ZF1;RL;Ralph Lauren;2013-01-11;180.98;0;1;sma;0;usd
181;BBG000C2VBB0;PTC;PTC Inc;2013-01-14;26.78;0;1;sma;0;usd
182;BBG000KTYB56;CENTA;Central Garden & Pet Co;2013-01-14;7.54;1;0;sma;0;usd
183;BBG000C2V3D6;A;Agilent Technologies;2013-01-14;32.422;0;1;sma;0;usd
184;BBG000BDTT76;MTRN;Materion Corp;2013-01-14;27.7473;0;1;sma;0;usd
185;BBG000C5Z1S3;MU;Micron Technology;2013-01-14;13.135;0;1;sma;0;usd
186;BBG000HCJMF9;PRU;Prudential Financial;2013-01-15;78.84;0;1;sma;0;usd
187;BBG000D4LWF6;MDLZ;Mondelez;2013-01-15;30.36;0;1;sma;0;usd
188;BBG000C4SKT1;DY;Dycom Industries Inc;2013-01-15;26.28;0;1;sma;0;usd
189;BBG000D898T9;CAH;Cardinal Health;2013-01-15;50.25;0;1;sma;0;usd
190;BBG004S683W7;AFLT;Аэрофлот;2013-01-15;53.47;0;1;sma;0;rub
191;BBG000BG1DH3;COHR;Coherent Inc;2013-01-15;62.09;0;1;sma;0;usd
192;BBG000BFJT36;CHD;Church & Dwight;2013-01-15;32.01;0;1;sma;0;usd
193;BBG000BJ5GK2;EXPD;Expeditors;2013-01-15;40.16;0;1;sma;0;usd
194;BBG000C0LW92;BSX;Boston Scientific Corporation;2013-01-16;10.83;0;1;sma;0;usd
195;BBG000CSZKR2;MBT;АДР МТС;2013-01-16;20.67;0;1;sma;0;usd
196;BBG000BJ8YN7;FAST;Fastenal Company;2013-01-16;49.03;0;1;sma;0;usd
197;BBG000BQLM34;THRM;Gentherm Inc;2013-01-17;18.64;0;1;sma;0;usd
198;BBG000BD53V2;WWD;Woodward Inc;2013-01-18;40.5012;0;1;sma;0;usd
199;BBG000BGYWY6;ORLY;O'Reilly Automotive;2013-01-18;127.81;0;1;sma;0;usd
200;BBG000BNFLM9;LRCX;Lam Research;2013-01-18;49.22;0;1;sma;0;usd
201;BBG000BM7HL0;ADSK;Autodesk;2013-01-18;34.27;0;1;sma;0;usd
202;BBG000DHPN63;O;Realty Income REIT;2013-01-18;42.82;0;1;sma;0;usd
203;BBG004S68C39;LSRG;Группа ЛСР;2013-01-18;621.0;0;1;sma;0;rub
204;BBG000G9W6L0;HUBG;Hub Group Inc;2013-01-18;39.05;0;1;sma;0;usd
205;BBG000BS7KS3;TAP;Molson Coors Brewing;2013-01-22;50.08;0;1;sma;0;usd
206;BBG000K4ND22;CVX;Chevron;2013-01-22;124.95;0;1;sma;0;usd
207;BBG000BCQZS4;AXP;American Express;2013-01-22;75.69;0;1;sma;0;usd
208;BBG0016XJ8S0;TAL;TAL Education Group;2013-01-22;2.0666;0;1;sma;0;usd
209;BBG000DV7MX4;ON;ON Semiconductor Corp;2013-01-22;7.58;0;1;sma;0;usd
210;BBG0019JZ882;KMI;Kinder Morgan;2013-01-22;37.65;0;1;sma;0;usd
211;BBG00L2DB535;SOHU;Sohu.com;2013-01-22;62.47;0;1;sma;0;usd
212;BBG000C5HS04;NKE;NIKE;2013-01-22;33.15;0;1;sma;0;usd
213;BBG000BHTPZ4;SCSC;ScanSource Inc;2013-01-22;36.3;0;1;sma;0;usd
214;BBG000C90DH9;IPG;IPG;2013-01-22;16.33;0;1;sma;0;usd
215;BBG000G8N9C6;JWN;Nordstrom;2013-01-23;62.07;0;1;sma;0;usd
216;BBG004S68614;AFKS;АФК Система;2013-01-23;26.69;0;1;sma;0;rub
217;BBG000J79P80;SXT;Sensient Technologies Corp;2013-01-23;39.4227;0;1;sma;0;usd
218;BBG000BHBGN6;CLR;Continental Resources Inc;2013-01-23;48.755;0;1;sma;0;usd
219;BBG000BBPFB9;AMAT;Applied Materials;2013-01-23;16.1;0;1;sma;0;usd
220;BBG000BBK401;MATX;Matson Inc;2013-01-23;24.5926;0;1;sma;0;usd
221;BBG000BWVSR1;WM;Waste Management;2013-01-23;42.74;0;1;sma;0;usd
222;BBG000CN3S73;KIM;Kimco Realty REIT;2013-01-24;21.98;0;1;sma;0;usd
223;BBG000BT5PG5;SMG;Scotts Miracle-Gro Co The;2013-01-24;43.4001;0;1;sma;0;usd
224;BBG000BLFNC0;GEF;Greif Inc;2013-01-24;45.1981;0;1;sma;0;usd
225;BBG000BFC848;KNX;Knight-Swift Transportation;2013-01-25;25.8111;0;1;sma;0;usd
226;BBG000BL8804;HST;Host Hotels & Resorts REIT;2013-01-25;17.73;0;1;sma;0;usd
227;BBG000BS9489;OMC;Omnicom Group;2013-01-25;63.48;0;1;sma;0;usd
228;BBG000BLBVN4;BKNG;Booking;2013-01-25;933.75;0;1;sma;0;usd
229;BBG000FP1N32;NTAP;NetApp;2013-01-25;41.7;0;1;sma;0;usd
230;BBG000CL9JV4;SNX;SYNNEX Corp;2013-01-29;47.1033;0;1;sma;0;usd
231;BBG000DW4Q75;LNT;Alliant Energy;2013-01-29;26.455;0;1;sma;0;usd
232;BBG000L9CV04;UPS;United Parcel Service;2013-01-29;87.77;0;1;sma;0;usd
233;BBG000CVRFS4;H;Hyatt Hotels Corp;2013-01-29;44.4848;0;1;sma;0;usd
234;BBG000C75N77;CMA;Comerica Incorporated;2013-01-29;42.06;0;1;sma;0;usd
235;BBG000BX6BJ3;Y;Alleghany Corp;2013-01-29;394.631;0;1;sma;0;usd
236;BBG000GQPB11;MELI;MercadoLibre Inc;2013-01-29;123.3729;0;1;sma;0;usd
237;BBG000BJ49H3;BWA;BorgWarner;2013-01-30;49.915;0;1;sma;0;usd
238;BBG000BKR1D6;GWW;WW Grainger;2013-01-30;257.15;0;1;sma;0;usd
239;BBG000PV2M48;HURN;Huron Consulting Group Inc;2013-01-31;49.35;0;1;sma;0;usd
240;BBG000D2ZK61;REX;REX American Resources Corp;2013-01-31;30.56;0;1;sma;0;usd
241;BBG000BV0VK7;TDS;Telephone & Data Systems Inc;2013-01-31;25.5773;0;1;sma;0;usd
242;BBG000BVVQQ8;TXT;Textron;2013-02-01;27.86;0;1;sma;0;usd
243;BBG000BKWSR6;HBAN;Huntington Bancshares;2013-02-01;8.61;0;1;sma;0;usd
244;BBG000DQLV23;BMY;Bristol-Myers Squibb;2013-02-01;43.33;0;1;sma;0;usd
245;BBG000DW76Y6;FICO;Fair Isaac Corp;2013-02-01;51.9;0;1;sma;0;usd
246;BBG000BMTFR4;KLAC;KLA-Tencor;2013-02-04;57.07;0;1;sma;0;usd
247;BBG000BNSZP1;MCD;McDonald’s;2013-02-04;95.39;0;1;sma;0;usd
248;BBG004S68BR5;NMTP;НМТП;2013-02-04;3.5;0;1;sma;0;rub
249;BBG000BT0CM2;SIVB;SVB Financial Group;2013-02-05;86.3;0;1;sma;0;usd
250;BBG00JPRDQH1;BH;Biglari Holdings Inc;2013-02-05;382.9869;0;1;sma;0;usd
251;BBG000JH6683;IONS;Ionis Pharmaceuticals Inc;2013-02-05;25.86;0;1;sma;0;usd
252;BBG00NNG2ZJ8;XRX;Xerox;2013-02-06;26.3459;0;1;sma;0;usd
253;BBG000BGD7W6;MAR;Marriott International;2013-02-06;40.05;0;1;sma;0;usd
254;BBG000BTT3D1;POWI;Power Integrations Inc;2013-02-07;50.4231;0;1;sma;0;usd
255;BBG00DL8NMV2;FTI;TechnipFMC;2013-02-07;54.74;0;1;sma;0;usd
256;BBG000FFDM15;USB;US Bancorp;2013-02-07;36.86;0;1;sma;0;usd
257;BBG000C1FB75;ICE;Intercontinental Exchange;2013-02-08;37.102;0;1;sma;0;usd
258;BBG000F7RCJ1;AAP;Advance Auto Parts;2013-02-08;81.8;0;1;sma;0;usd
259;BBG000BZX1N5;AIZ;Assurant;2013-02-08;55.58;0;1;sma;0;usd
260;BBG000DQBZJ7;ATGE;Adtalem Global Education Inc;2013-02-08;27.3615;0;1;sma;0;usd
261;BBG000BVP5P2;SLG;SL Green REIT;2013-02-08;89.22;0;1;sma;0;usd
262;BBG000BHCP19;MCHP;Microchip Technology;2013-02-11;19.54;0;1;sma;0;usd
263;BBG000C42VX0;MMSI;MerIt Medical Systems Inc;2013-02-11;13.29;1;0;sma;0;usd
264;BBG000F6ZWH2;DKS;Dick's Sporting Goods Inc;2013-02-12;42.7785;1;0;sma;0;usd
265;BBG000BCG930;ELV;Elevance Health;2013-02-12;88.43;0;1;sma;0;usd
266;BBG000BB6WG8;ADM;Archer-Daniels-Midland Company;2013-02-13;34.5;0;1;sma;0;usd
267;BBG000BGVW60;D;Dominion Energy Inc;2013-02-13;58.51;0;1;sma;0;usd
268;BBG000BM6N47;HEAR;Turtle Beach Corp;2013-02-13;65.48;0;1;sma;0;usd
269;BBG000BLXZN1;TSCO;Tractor Supply;2013-02-13;60.175;0;1;sma;0;usd
270;BBG000BGLRN3;LUMN;Lumen Technologies;2013-02-14;31.9;1;0;sma;0;usd
271;BBG000G25P51;DIOD;Diodes Inc;2013-02-14;24.71;0;1;sma;0;usd
272;BBG000BKFZM4;GLW;Corning;2013-02-14;14.22;0;1;sma;0;usd
273;BBG000PSJMV7;TXRH;Texas Roadhouse Inc;2013-02-14;22.386;0;1;sma;0;usd
274;BBG000BWHD54;VNO;Vornado REIT;2013-02-14;60.3716;0;1;sma;0;usd
275;BBG000D9DMK0;LH;LabCorp;2013-02-14;96.06;0;1;sma;0;usd
276;BBG001C7TST4;SPLK;Splunk;2013-02-15;48.11;0;1;sma;0;usd
277;BBG004S68CP5;MVID;М.видео;2013-02-15;276.95;0;1;sma;0;rub
278;BBG000RTDY25;MSCI;MSCI Inc;2013-02-15;35.9282;0;1;sma;0;usd
279;BBG000BGPQW1;CVGW;Calavo Growers Inc;2013-02-15;23.1336;0;1;sma;0;usd
280;BBG000BLW102;IIVI;II-VI Inc;2013-02-19;19.28;0;1;sma;0;usd
281;BBG000BWP7D9;WEC;WEC Energy Group;2013-02-19;41.04;0;1;sma;0;usd
282;BBG000CVWGS6;ATVI;Activision Blizzard;2013-02-20;17.46;0;1;sma;0;usd
283;BBG000CVKZY0;CRVL;CorVel Corp;2013-02-20;34.71;0;1;sma;0;usd
