;figi;ticker;share_name;datetime;last_price;sell_flag;buy_flag;strategy_id;profit;currency
2205;BBG0029SNR63;CPRI;Capri Holdings Limited;2016-02-26;51.72;0;1;sma;0;usd
2206;BBG000F1ZSN5;ROP;Roper Technologies;2016-02-29;171.48;1;0;sma;0;usd
2207;BBG000BBPFB9;AMAT;Applied Materials;2016-03-01;26.27;0;1;sma;0;usd
2208;BBG000BCVJ77;BAX;Baxter International;2016-03-01;46.1;0;1;sma;0;usd
2209;BBG002V87SD0;GMED;Globus Medical Inc;2016-03-01;23.49;1;0;sma;0;usd
2210;BBG000QDJT53;GDOT;Green Dot Corp;2016-03-01;23.62;0;1;sma;0;usd
2211;BBG000GRZDV1;STRA;Strategic Education Inc;2016-03-01;44.7107;1;0;sma;0;usd
2212;BBG000BX74M4;CNXN;PC Connection Inc;2016-03-01;24.3919;0;1;sma;0;usd
2213;BBG000BFJT36;CHD;Church & Dwight;2016-03-02;49.085;0;1;sma;0;usd
2214;BBG000R8ZVD1;LULU;Lululemon Athletica Inc;2016-03-02;77.4;0;1;sma;0;usd
2215;BBG000BK5S78;GCO;Genesco Inc;2016-03-02;66.98;0;1;sma;0;usd
2216;BBG000DGLTG5;DLB;Dolby Laboratories Inc;2016-03-03;47.4854;0;1;sma;0;usd
2217;BBG000BNPS52;TRMB;Trimble Inc;2016-03-03;27.79;0;1;sma;0;usd
2218;BBG000BMBL90;ITW;Illinois Tool Works;2016-03-03;115.64;0;1;sma;0;usd
2219;BBG000BQZMH4;PEG;Public Service Enterprise Group;2016-03-03;44.61;0;1;sma;0;usd
2220;BBG000DBKR53;SMTC;Semtech Corp;2016-03-03;24.25;0;1;sma;0;usd
2221;BBG000BBGGQ1;VLO;Valero Energy Corporation;2016-03-03;54.71;1;0;sma;0;usd
2222;BBG004S681W1;MTSS;МТС;2016-03-04;248.8;0;1;sma;0;rub
2223;BBG000BGVW60;D;Dominion Energy Inc;2016-03-04;75.37;0;1;sma;0;usd
2224;BBG000H556T9;HON;Honeywell;2016-03-04;115.0514;0;1;sma;0;usd
2225;BBG000GQSVC2;NKNCP;Нижнекамскнефтехим - акции привилегированные;2016-03-04;30.82;0;1;sma;0;rub
2226;BBG000BLRT07;IDXX;IDEXX;2016-03-04;109.05;0;1;sma;0;usd
2227;BBG000C1XVK6;RE;Everest Re Group;2016-03-07;190.58;0;1;sma;0;usd
2228;BBG000BDGHD9;BMI;Badger Meter Inc;2016-03-07;34.0639;0;1;sma;0;usd
2229;BBG004S641N5;BURL;Burlington Stores Inc;2016-03-07;75.86;0;1;sma;0;usd
2230;BBG004731032;LKOH;ЛУКОЙЛ;2016-03-07;2777.0;0;1;sma;0;rub
2231;BBG000MZL2S9;PMSBP;Пермэнергосбыт - акции привилегированные;2016-03-09;49.9;0;1;sma;0;rub
2232;BBG000BTCH57;CHRW;C.H. Robinson Worldwide;2016-03-09;69.02;0;1;sma;0;usd
2233;BBG000NV1KK7;DG;Dollar General;2016-03-10;93.02;0;1;sma;0;usd
2234;BBG000BCLYL9;MSM;MSC Industrial Direct Co Inc;2016-03-11;68.528;0;1;sma;0;usd
2235;BBG000R7Z112;DAL;Delta Air Lines;2016-03-11;40.98;1;0;sma;0;usd
2236;BBG000BKCFC2;GIS;General Mills;2016-03-11;71.06;0;1;sma;0;usd
2237;BBG000FDBX90;CNP;CenterPoint Energy;2016-03-14;22.57;0;1;sma;0;usd
2238;BBG000C1DHF5;CRUS;Cirrus Logic Inc;2016-03-14;51.89;0;1;sma;0;usd
2239;BBG000J6XT05;EXC;Exelon Corporation;2016-03-14;34.63;0;1;sma;0;usd
2240;BBG000D9H9F1;MYGN;Myriad Genetics Inc;2016-03-14;21.4;1;0;sma;0;usd
2241;BBG000CJ2181;RS;Reliance Steel & Aluminum Co;2016-03-15;69.2461;0;1;sma;0;usd
2242;BBG000DN7P92;SYK;Stryker;2016-03-15;113.48;0;1;sma;0;usd
2243;BBG000GZQ728;XOM;Exxon Mobil Corporation;2016-03-16;87.81;0;1;sma;0;usd
2244;BBG000BP52R2;MMM;3M Company;2016-03-16;179.25;0;1;sma;0;usd
2245;BBG002832GV8;PBF;PBF Energy Inc;2016-03-16;20.7444;1;0;sma;0;usd
2246;BBG000BFQYY3;CL;Colgate-Palmolive;2016-03-17;74.58;0;1;sma;0;usd
2247;BBG000BHR1H9;SHI;Sinopec Shanghai Petrochemical;2016-03-17;53.0;0;1;sma;0;usd
2248;BBG000BM9RH1;CPRT;Copart Inc;2016-03-17;25.595;0;1;sma;0;usd
2249;BBG000BGPQW1;CVGW;Calavo Growers Inc;2016-03-17;57.8736;0;1;sma;0;usd
2250;BBG000BWXBC2;WMT;Wal-Mart Stores;2016-03-17;72.89;0;1;sma;0;usd
2251;BBG000BGF8B5;MANT;ManTech International Corp VA;2016-03-18;38.072;0;1;sma;0;usd
2252;BBG000BGLRN3;LUMN;Lumen Technologies;2016-03-18;28.57;0;1;sma;0;usd
2253;BBG000JG0547;ADP;Automatic Data Processing;2016-03-18;89.85;0;1;sma;0;usd
2254;BBG000PPFKQ7;BR;Broadridge Financial Solutions;2016-03-18;64.9331;0;1;sma;0;usd
2255;BBG000BVV7G1;TXN;Texas Instruments;2016-03-21;70.27;0;1;sma;0;usd
2256;BBG000BKFZM4;GLW;Corning;2016-03-21;22.77;0;1;sma;0;usd
2257;BBG000BV4DR6;TER;Teradyne Inc;2016-03-21;20.3477;0;1;sma;0;usd
2258;BBG000BWGYF8;VMC;Vulcan Materials;2016-03-22;119.45;0;1;sma;0;usd
2259;BBG000BP4MH0;MMC;Marsh & McLennan;2016-03-22;67.13;0;1;sma;0;usd
2260;BBG000PQ4W72;GNRC;Generac Holdings Inc;2016-03-22;37.13;0;1;sma;0;usd
2261;BBG000BVMGF2;ALL;The Allstate Corporation;2016-03-22;68.36;0;1;sma;0;usd
2262;BBG000CTM4J9;CRI;Carter's Inc;2016-03-23;94.867;0;1;sma;0;usd
2263;BBG000BCZYD3;BDX;Becton, Dickinson and Company;2016-03-23;173.25;0;1;sma;0;usd
2264;BBG000HGYNZ9;STLD;Steel Dynamics Inc;2016-03-23;23.4189;0;1;sma;0;usd
2265;BBG000BJ41X2;NSP;InsperIty Inc;2016-03-23;31.5953;0;1;sma;0;usd
2266;BBG000C13CD9;CDNS;Cadence Design Systems;2016-03-24;25.21;0;1;sma;0;usd
2267;BBG000BSXQV7;SHW;Sherwin-Williams;2016-03-24;94.54;0;1;sma;0;usd
2268;BBG000CH5208;UNH;UnitedHealth;2016-03-24;137.3;0;1;sma;0;usd
2269;BBG002PHSYX9;FANG;Diamondback Energy Inc;2016-03-24;95.8504;0;1;sma;0;usd
2270;BBG000FRVHB9;VTR;Ventas REIT;2016-03-24;73.53;0;1;sma;0;usd
2271;BBG000D9D830;ACN;Accenture;2016-03-24;114.57;0;1;sma;0;usd
2272;BBG0065XPGX9;WB;Weibo Corporation;2016-03-24;45.02;0;1;sma;0;usd
2273;BBG006G063F9;INFO;IHS Markit;2016-03-24;39.79;0;1;sma;0;usd
2274;BBG000BF33K1;CBRL;Cracker Barrel Old Country Sto;2016-03-24;140.342;0;1;sma;0;usd
2275;BBG000DR5QP5;BCO;Brink's Co;2016-03-28;36.191;0;1;sma;0;usd
2276;BBG000DJN7L9;WSO;Watsco Inc;2016-03-28;133.54;0;1;sma;0;usd
2277;BBG004S681B4;NLMK;НЛМК;2016-03-28;93.65;0;1;sma;0;rub
2278;BBG000BZCKH3;MTD;Mettler Toledo;2016-03-28;404.33;0;1;sma;0;usd
2279;BBG000BCD3D5;ARW;Arrow Electronics Inc;2016-03-28;65.65;0;1;sma;0;usd
2280;BBG000BKVJK4;HAS;Hasbro;2016-03-28;81.36;0;1;sma;0;usd
2281;BBG000KTYB56;CENTA;Central Garden & Pet Co;2016-03-29;24.49;0;1;sma;0;usd
2282;BBG000JWD753;LVS;Las Vegas Sands Corp;2016-03-29;43.3241;0;1;sma;0;usd
2283;BBG000BV6R84;THO;Thor Industries Inc;2016-03-29;77.3281;0;1;sma;0;usd
2284;BBG000BJZ7V7;FUL;HB Fuller Co;2016-03-29;45.9457;0;1;sma;0;usd
2285;BBG000LWNRP3;RKKE;РКК Энергия им.С.П.Королева;2016-03-29;6070.0;0;1;sma;0;rub
2286;BBG000DCGRL8;IPGP;IPG Photonics Corporation;2016-03-30;87.39;0;1;sma;0;usd
2287;BBG000BB1TH9;FLR;Fluor;2016-03-30;53.08;0;1;sma;0;usd
2288;BBG000BHX7N2;EMR;Emerson Electric;2016-03-30;53.73;0;1;sma;0;usd
2289;BBG000VH7TZ8;MRKC;Россети Центр;2016-03-30;0.308;0;1;sma;0;rub
2290;BBG000M44VW8;OC;Owens Corning;2016-03-30;52.6672;0;1;sma;0;usd
2291;BBG000BD53V2;WWD;Woodward Inc;2016-03-30;61.5139;0;1;sma;0;usd
2292;BBG000K4ND22;CVX;Chevron;2016-03-30;102.05;0;1;sma;0;usd
2293;BBG000BLHRS2;HSY;Hershey;2016-03-30;99.65;0;1;sma;0;usd
2294;BBG000BMDBZ1;JBHT;JB Hunt;2016-03-30;80.62;0;1;sma;0;usd
2295;BBG000BH5DV1;INTU;Intuit;2016-03-31;111.45;0;1;sma;0;usd
2296;BBG000LD9JQ8;WYNN;Wynn Resorts;2016-03-31;90.72;0;1;sma;0;usd
2297;BBG000BDXGP9;CAG;Conagra Brands;2016-03-31;36.2695;0;1;sma;0;usd
2298;BBG004S68598;MTLR;Мечел;2016-03-31;72.3;0;1;sma;0;rub
2299;BBG001B4BV87;FBHS;Fortune Brands Home & Security;2016-03-31;63.56;0;1;sma;0;usd
2300;BBG000KCZPC3;IRM;Iron Mountain REIT;2016-03-31;38.4;0;1;sma;0;usd
2301;BBG00SSQFPK6;AON;Aon;2016-03-31;112.27;0;1;sma;0;usd
2302;BBG000BKR1D6;GWW;WW Grainger;2016-04-01;228.62;0;1;sma;0;usd
2303;BBG000BJ3PD2;ETN;Eaton Corporation;2016-04-01;66.92;0;1;sma;0;usd
2304;BBG000GCSWR5;IPAR;Inter Parfums Inc;2016-04-01;32.4969;0;1;sma;0;usd
2305;BBG000BQ8KV2;NUE;Nucor;2016-04-01;49.3;0;1;sma;0;usd
2306;BBG000BHCP19;MCHP;Microchip Technology;2016-04-01;31.4;0;1;sma;0;usd
2307;BBG000C0LW92;BSX;Boston Scientific Corporation;2016-04-01;23.82;0;1;sma;0;usd
2308;BBG004S68507;MAGN;Магнитогорский металлургический комбинат;2016-04-01;30.9;0;1;sma;0;rub
2309;BBG000BQSBB2;PATK;Patrick Industries Inc;2016-04-04;44.0733;0;1;sma;0;usd
2310;BBG000RYC984;BUD;Anheuser-Busch InBev;2016-04-04;124.81;0;1;sma;0;usd
2311;BBG000VPGNR2;CHTR;Charter Communications;2016-04-04;271.79;0;1;sma;0;usd
2312;BBG000C2ZCH8;SRE;Sempra Energy;2016-04-04;104.3;0;1;sma;0;usd
2313;BBG000B9YJ35;APH;Amphenol;2016-04-04;31.4;0;1;sma;0;usd
2314;BBG000BTGKK9;TREX;Trex Co Inc;2016-04-04;15.1;0;1;sma;0;usd
2315;BBG000BJ5HK0;AYI;Acuity Brands;2016-04-04;274.0;0;1;sma;0;usd
2316;BBG000C4LN67;GRMN;Garmin;2016-04-04;48.86;0;1;sma;0;usd
2317;BBG000DTT624;ATRI;Atrion Corp;2016-04-04;443.5283;0;1;sma;0;usd
2318;BBG000BWPXQ8;BTI;British American Tobacco;2016-04-05;64.595;0;1;sma;0;usd
2319;BBG000BM22F5;DORM;Dorman Products Inc;2016-04-05;63.08;0;1;sma;0;usd
2320;BBG000BC1L02;AOS;A. O. Smith Corporation;2016-04-05;46.7985;0;1;sma;0;usd
2321;BBG000BSBBP1;ROL;Rollins;2016-04-05;12.18;0;1;sma;0;usd
2322;BBG000CSZKR2;MBT;АДР МТС;2016-04-05;9.13;0;1;sma;0;usd
2323;BBG000BR3KL6;PH;Parker-Hannifin;2016-04-06;123.22;0;1;sma;0;usd
2324;BBG000PRQ0V9;VPG;Vishay Precision Group Inc;2016-04-06;15.35;0;1;sma;0;usd
2325;BBG000GMGNB3;ROLL;RBC Bearings Inc;2016-04-06;79.35;0;1;sma;0;usd
2326;BBG000C45984;L;Loews;2016-04-06;41.55;0;1;sma;0;usd
2327;BBG000L9CV04;UPS;United Parcel Service;2016-04-06;109.5;0;1;sma;0;usd
2328;BBG000NLC9Z6;LSNG;Ленэнерго;2016-04-06;4.8100000000000005;0;1;sma;0;rub
2329;BBG000CHSS88;ODFL;Old Dominion Freight Line Inc;2016-04-06;68.0351;0;1;sma;0;usd
2330;BBG000BL79J3;URBN;Urban Outfitters;2016-04-06;35.19;0;1;sma;0;usd
2331;BBG000BC4JJ4;APD;Air Products & Chemicals;2016-04-06;145.517;0;1;sma;0;usd
2332;BBG017BXPZ85;CR;Crane Holdings;2016-04-06;58.8822;0;1;sma;0;usd
2333;BBG000FJ0RK9;LPL;LG Display;2016-04-07;13.96;0;1;sma;0;usd
2334;BBG000BN53G7;LEG;Leggett & Platt;2016-04-07;52.63;0;1;sma;0;usd
2335;BBG000BQLTW7;ORCL;Oracle;2016-04-07;41.25;0;1;sma;0;usd
2336;BBG000BRJ809;PPG;PPG Industries;2016-04-07;106.73;0;1;sma;0;usd
2337;BBG000JLC8L8;SSD;Simpson Manufacturing Co Inc;2016-04-07;43.1603;0;1;sma;0;usd
2338;BBG000BVWLJ6;JCI;Johnson Controls;2016-04-08;42.8312;0;1;sma;0;usd
2339;BBG000BXRPH1;PXD;Pioneer Natural Resources;2016-04-08;187.51;0;1;sma;0;usd
2340;BBG000FV28W9;LOPE;Grand Canyon Education Inc;2016-04-08;41.57;0;1;sma;0;usd
2341;BBG000BLCPY4;HP;Helmerich & Payne;2016-04-08;62.88;0;1;sma;0;usd
2342;BBG000BH3JF8;DHR;Danaher;2016-04-08;79.35;0;1;sma;0;usd
2343;BBG000HLJ7M4;IDCC;InterDigital;2016-04-08;69.4077;0;1;sma;0;usd
2344;BBG000C2V3D6;A;Agilent Technologies;2016-04-08;47.02;0;1;sma;0;usd
2345;BBG000BGGBT8;CSL;Carlisle Companies Incorporated;2016-04-08;100.883;0;1;sma;0;usd
2346;BBG000BWSV34;WHR;Whirlpool;2016-04-11;169.92;0;1;sma;0;usd
2347;BBG000BS9HN3;ROG;Rogers Corp;2016-04-11;60.76;0;1;sma;0;usd
2348;BBG000BH6360;DLX;Deluxe Corp;2016-04-11;63.9262;0;1;sma;0;usd
2349;BBG000BPBVW5;CGNX;Cognex Corp;2016-04-11;23.7696;0;1;sma;0;usd
2350;BBG000BFT2L4;CMCSA;Comcast;2016-04-12;32.555;0;1;sma;0;usd
2351;BBG000C5HS04;NKE;NIKE;2016-04-12;55.33;1;0;sma;0;usd
2352;BBG000BHB3M6;DOV;Dover;2016-04-12;55.7357;0;1;sma;0;usd
2353;BBG000BDDNH5;BALL;Ball Corporation;2016-04-12;39.545;0;1;sma;0;usd
2354;BBG000CX0P89;GPN;Global Payments;2016-04-12;73.62;0;1;sma;0;usd
2355;BBG000B9XYV2;AMT;American Tower REIT;2016-04-12;111.27;0;1;sma;0;usd
2356;BBG000BBBNC6;AFL;Aflac Incorporated;2016-04-12;36.71;0;1;sma;0;usd
2357;BBG002R1CW27;IR;Ingersoll-Rand;2016-04-13;67.49;0;1;sma;0;usd
2358;BBG000C101X4;ABMD;Abiomed Inc;2016-04-13;117.38;0;1;sma;0;usd
2359;BBG003PS7JV1;ALLE;Allegion;2016-04-13;67.38;0;1;sma;0;usd
2360;BBG000B9ZV28;AMED;Amedisys Inc;2016-04-13;48.29;0;1;sma;0;usd
2361;BBG000CMRVH1;ACH;Aluminum Corp of China;2016-04-13;8.83;0;1;sma;0;usd
2362;BBG000Q4XNV1;BDC;Belden Inc;2016-04-13;63.4901;0;1;sma;0;usd
2363;BBG000G9W6L0;HUBG;Hub Group Inc;2016-04-13;39.99;0;1;sma;0;usd
2364;BBG000C4Z6C2;WTS;Watts Water Technologies Inc;2016-04-13;59.5476;0;1;sma;0;usd
2365;BBG000BV0VK7;TDS;Telephone & Data Systems Inc;2016-04-13;25.0738;0;1;sma;0;usd
2366;BBG000BKNX95;GT;Goodyear Tire & Rubber;2016-04-14;31.31;0;1;sma;0;usd
2367;BBG00475K6C3;CHMF;Северсталь;2016-04-14;802.1;0;1;sma;0;rub
2368;BBG000BRBX66;PLXS;Plexus Corp;2016-04-14;45.62;0;1;sma;0;usd
2369;BBG000BB5373;WU;Western Union;2016-04-14;20.57;0;1;sma;0;usd
2370;BBG000BBCDZ2;ROK;Rockwell Automation;2016-04-14;114.55;0;1;sma;0;usd
2371;BBG000FQ6PY6;CTXS;Citrix Systems;2016-04-14;66.2752;0;1;sma;0;usd
2372;BBG000BN84F3;DGX;Quest Diagnostics;2016-04-14;82.09;0;1;sma;0;usd
2373;BBG000BG7L34;RYN;Rayonier REIT;2016-04-14;23.5074;0;1;sma;0;usd
2374;BBG000C3J3C9;CSCO;Cisco;2016-04-14;31.44;0;1;sma;0;usd
2375;BBG000BZJQL8;IART;Integra LifeSciences Holdings;2016-04-15;43.01;0;1;sma;0;usd
2376;BBG000BF0K17;CAT;Caterpillar;2016-04-15;80.23;0;1;sma;0;usd
2377;BBG000BFRF55;CLF;Cleveland-Cliffs;2016-04-15;5.47;0;1;sma;0;usd
2378;BBG000F1ZSN5;ROP;Roper Technologies;2016-04-15;178.19;0;1;sma;0;usd
2379;BBG000BLBVN4;BKNG;Booking;2016-04-15;1457.22;0;1;sma;0;usd
2380;BBG000BJ5GK2;EXPD;Expeditors;2016-04-15;50.13;0;1;sma;0;usd
2381;BBG00YTS96G2;APA;APA Corporation;2016-04-15;60.89;0;1;sma;0;usd
2382;BBG000PXDL44;LKQ;LKQ Corporation;2016-04-15;35.69;0;1;sma;0;usd
2383;BBG000BM7HL0;ADSK;Autodesk;2016-04-15;65.51;0;1;sma;0;usd
2384;BBG000BMY992;KR;Kroger;2016-04-15;30.71;1;0;sma;0;usd
2385;BBG000DCNK80;RPM;RPM International Inc;2016-04-18;48.5853;0;1;sma;0;usd
2386;BBG000RYC984;BUD;Anheuser-Busch InBev;2016-04-18;124.56;0;1;sma;0;usd
2387;BBG000BKPL53;ZBH;Zimmer Biomet Holdings;2016-04-18;124.3;0;1;sma;0;usd
2388;BBG000Q1R1Y9;BERY;Berry Global Group Inc;2016-04-18;44.28;0;1;sma;0;usd
2389;BBG000C2PW58;BLK;BlackRock;2016-04-18;365.5;0;1;sma;0;usd
2390;BBG000BJD1D4;JOBS;51job;2016-04-18;35.05;0;1;sma;0;usd
2391;BBG000Q49F45;CHEP;ЧТПЗ;2016-04-18;101.0;0;1;sma;0;rub
2392;BBG000BFRRX8;CLH;Clean Harbors Inc;2016-04-18;45.9;0;1;sma;0;usd
2393;BBG000BHLYP4;CME;CME GROUP;2016-04-18;109.65;0;1;sma;0;usd
2394;BBG000FQRVM3;WAT;Waters;2016-04-18;153.89;0;1;sma;0;usd
2395;BBG00B3T3HD3;AA;Alcoa Corporation;2016-04-18;22.5747;0;1;sma;0;usd
2396;BBG000BCZL41;VRSK;Verisk Analytics;2016-04-18;80.64;0;1;sma;0;usd
2397;BBG000BCT197;AMN;AMN Healthcare Services Inc;2016-04-18;34.74;0;1;sma;0;usd
2398;BBG004S687G6;MSRS;МОЭСК;2016-04-19;0.955;0;1;sma;0;rub
2399;BBG005BLN209;DNOW;NOW Inc;2016-04-19;19.37;0;1;sma;0;usd
2400;BBG000C23KJ3;AES;The AES Corporation;2016-04-19;12.7;0;1;sma;0;usd
2401;BBG000BH3GZ2;YUM;Yum!;2016-04-19;63.3055;0;1;sma;0;usd
2402;BBG002ZCK2V9;SSTK;Shutterstock Inc;2016-04-19;59.8435;0;1;sma;0;usd
2403;BBG000BGYMH7;MLM;Martin Marietta Materials;2016-04-19;174.97;0;1;sma;0;usd
2404;BBG000BBX657;AMWD;American Woodmark Corp;2016-04-19;80.0;0;1;sma;0;usd
2405;BBG000BS5CM9;BXP;Boston Properties REIT;2016-04-20;135.32;0;1;sma;0;usd
2406;BBG000J0D904;BIG;Big Lots Inc;2016-04-20;44.1019;0;1;sma;0;usd
2407;BBG000LNHHJ9;KMAZ;КАМАЗ;2016-04-20;44.15;0;1;sma;0;rub
2408;BBG000BW29L1;UNF;UniFirst Corp MA;2016-04-20;131.197;0;1;sma;0;usd
2409;BBG000BX6BJ3;Y;Alleghany Corp;2016-04-20;518.922;0;1;sma;0;usd
2410;BBG000BFC848;KNX;Knight-Swift Transportation;2016-04-20;29.0444;0;1;sma;0;usd
2411;BBG000F6ZWH2;DKS;Dick's Sporting Goods Inc;2016-04-20;57.523;0;1;sma;0;usd
2412;BBG000PSKYX7;V;Visa;2016-04-20;80.87;0;1;sma;0;usd
2413;BBG000D0FNV3;WCC;WESCO International Inc;2016-04-20;57.37;0;1;sma;0;usd
2414;BBG000BWS3F3;WGO;Winnebago Industries Inc;2016-04-20;21.3558;0;1;sma;0;usd
2415;BBG000BQQ2S6;OXY;Occidental Petroleum;2016-04-20;74.36;0;1;sma;0;usd
2416;BBG000GQPB11;MELI;MercadoLibre Inc;2016-04-20;178.5212;0;1;sma;0;usd
2417;BBG000BP1Q11;SPGI;S&P Global;2016-04-21;124.78;0;1;sma;0;usd
2418;BBG000BL9C59;MAC;Macerich REIT;2016-04-21;80.28;0;1;sma;0;usd
2419;BBG000FFH4P5;FLS;Flowserve;2016-04-21;47.12;0;1;sma;0;usd
2420;BBG000BVPV84;AMZN;Amazon.com;2016-04-21;38.38;0;1;sma;0;usd
2421;BBG000BKY1G5;WELL;Welltower REIT;2016-04-21;71.88;0;1;sma;0;usd
2422;BBG000BG3445;COO;The Cooper Companies;2016-04-21;186.18;0;1;sma;0;usd
2423;BBG000PKZDX4;KALU;Kaiser Aluminum Corp;2016-04-21;80.4003;0;1;sma;0;usd
2424;BBG000BN5LG7;VALE;Vale SA;2016-04-22;5.1607;0;1;sma;0;usd
2425;BBG000BJF1Z8;FDX;FedEx;2016-04-22;173.86;0;1;sma;0;usd
2426;BBG000BC7VW9;MYRG;MYR Group Inc;2016-04-22;29.29;0;1;sma;0;usd
2427;BBG000BGCQT9;CRS;Carpenter Technology Corp;2016-04-22;36.9812;0;1;sma;0;usd
2428;BBG006G2JVL2;BABA;Alibaba;2016-04-22;84.75;0;1;sma;0;usd
2429;BBG000D2ZK61;REX;REX American Resources Corp;2016-04-22;82.8;0;1;sma;0;usd
2430;BBG000BJDB15;FCX;Freeport-McMoRan;2016-04-22;10.54;0;1;sma;0;usd
2431;BBG005TJKDZ6;IBP;Installed Building Products;2016-04-22;35.8;0;1;sma;0;usd
2432;BBG000QDVR53;CNK;Cinemark Holdings Inc;2016-04-25;35.1025;0;1;sma;0;usd
2433;BBG000BJ5SS8;NEU;NewMarket Corp;2016-04-25;400.62;0;1;sma;0;usd
2434;BBG000BX3BL3;WY;Weyerhaeuser REIT;2016-04-25;32.18;0;1;sma;0;usd
2435;BBG000DB3KT1;WTW;Willis Towers Watson;2016-04-25;132.77;0;1;sma;0;usd
2436;BBG000BLNNH6;IBM;IBM;2016-04-25;154.45;0;1;sma;0;usd
2437;BBG000H3YXF8;CTAS;Cintas;2016-04-25;114.16;0;1;sma;0;usd
2438;BBG000BKXYX5;DECK;Deckers Outdoor Corp;2016-04-25;61.41;0;1;sma;0;usd
2439;BBG000BGGTW5;BLKB;Blackbaud Inc;2016-04-25;64.5185;0;1;sma;0;usd
2440;BBG000BGPTV6;CMI;Cummins;2016-04-26;120.23;0;1;sma;0;usd
2441;BBG000BB6G37;ADI;Analog Devices;2016-04-26;63.23;0;1;sma;0;usd
2442;BBG000BQC9V2;NWL;Newell Brands;2016-04-26;51.97;0;1;sma;0;usd
2443;BBG004S68JR8;SVAV;СОЛЛЕРС;2016-04-26;585.0;0;1;sma;0;rub
2444;BBG000BBHXQ3;AJG;Arthur J. Gallagher & Co;2016-04-26;50.42;0;1;sma;0;usd
2445;BBG000P1K2X6;GTLS;Chart Industries Inc;2016-04-26;30.99;0;1;sma;0;usd
2446;BBG000BTQR96;SWK;Stanley Black & Decker;2016-04-26;120.9;0;1;sma;0;usd
2447;BBG000BPD168;MRK;Merck;2016-04-26;63.24;0;1;sma;0;usd
2448;BBG001WWJTK5;PLAY;Dave & Buster's Entertainment Inc;2016-04-26;41.259;0;1;sma;0;usd
2449;BBG000C0G1D1;INTC;Intel Corporation;2016-04-27;36.02;0;1;sma;0;usd
2450;BBG000CC53X1;OSK;Oshkosh Corporation;2016-04-27;51.5529;0;1;sma;0;usd
2451;BBG000C3W281;MASI;Masimo Corporation;2016-04-27;59.63;0;1;sma;0;usd
2452;BBG00D0Y81M1;ASH;Ashland Global Holdings Inc;2016-04-27;55.1625;0;1;sma;0;usd
2453;BBG000PVGDH9;TTM;Tata Motors;2016-04-27;39.98;0;1;sma;0;usd
2454;BBG000BT41Q8;SLB;Schlumberger;2016-04-27;75.92;0;1;sma;0;usd
2455;BBG000BQVTF5;PCAR;PACCAR;2016-04-27;57.19;0;1;sma;0;usd
2456;BBG000FVXD63;RRC;Range Resources;2016-04-27;38.53;0;1;sma;0;usd
2457;BBG007HTCQT0;MOMO;Hello Group;2016-04-27;21.66;0;1;sma;0;usd
2458;BBG000C3VHF1;VICR;Vicor Corp;2016-04-27;11.3;0;1;sma;0;usd
2459;BBG000BLFNC0;GEF;Greif Inc;2016-04-28;45.5944;0;1;sma;0;usd
2460;BBG000BH1NH9;DE;Deere & Company;2016-04-28;83.58;0;1;sma;0;usd
2461;BBG000BSFRF3;SNPS;Synopsys;2016-04-28;59.62;0;1;sma;0;usd
2462;BBG000BQ5DS5;NSC;Norfolk Southern;2016-04-28;95.53;0;1;sma;0;usd
2463;BBG000BHBGN6;CLR;Continental Resources Inc;2016-04-28;44.29;0;1;sma;0;usd
2464;BBG000BC33T9;ARE;Alexandria Real Estate Equities REIT;2016-04-29;109.79;0;1;sma;0;usd
2465;BBG005XZHR97;VRTV;Veritiv Corp;2016-04-29;49.0;0;1;sma;0;usd
2466;BBG0077VS2C0;BLD;TopBuild Corp;2016-04-29;33.26;0;1;sma;0;usd
2467;BBG000J79P80;SXT;Sensient Technologies Corp;2016-04-29;72.0527;0;1;sma;0;usd
2468;BBG000R7XX87;PODD;Insulet Corp;2016-04-29;42.65;0;1;sma;0;usd
2469;BBG000C5HS04;NKE;NIKE;2016-04-29;53.25;1;0;sma;0;usd
2470;BBG000BJW241;EXP;Eagle Materials Inc;2016-04-29;77.286;0;1;sma;0;usd
2471;BBG000BBL8V7;PWR;Quanta Services;2016-04-29;27.8;0;1;sma;0;usd
2472;BBG000CGJMB9;ESS;Essex Property REIT;2016-04-29;225.63;0;1;sma;0;usd
2473;BBG000BLSL58;IFF;International Flavors & Fragrances;2016-04-29;141.98;0;1;sma;0;usd
2474;BBG000GPXKX9;FLT;FleetCor Technologies Inc;2016-04-29;172.66;0;1;sma;0;usd
2475;BBG000CHZ857;TTE;TotalEnergies SE;2016-04-29;48.25;0;1;sma;0;usd
2476;BBG000FLZN98;MHK;Mohawk Industries;2016-05-02;200.34;0;1;sma;0;usd
2477;BBG000BJP882;FMC;FMC;2016-05-02;47.78;0;1;sma;0;usd
2478;BBG001CGB489;VEEV;Veeva Systems Inc;2016-05-02;41.28;0;1;sma;0;usd
2479;BBG000BF6756;CCK;Crown Holdings Inc;2016-05-02;57.09;0;1;sma;0;usd
2480;BBG000DQTXY6;DHI;D.R. Horton;2016-05-02;30.14;0;1;sma;0;usd
2481;BBG000BMNBY1;EEFT;Euronet Worldwide Inc;2016-05-03;81.53;0;1;sma;0;usd
2482;BBG000BKTFN2;HAL;Halliburton;2016-05-03;44.88;0;1;sma;0;usd
