;figi;ticker;share_name;datetime;last_price;rsi_float;buy_flag;strategy_id;profit;currency;country
0;BBG000FR1RP5;ADS@DE;Adidas;2022-07-15 00:00:00.000000;;23.1;1;rsi;0;eur;DE
1;BBG00VPKLPX4;POGR;Petropavlovsk PLC;2022-07-15 00:00:00.000000;3.78;14.65;1;rsi;0;rub;RU
2;BBG004S68507;MAGN;Магнитогорский металлургический комбинат;2022-07-15 00:00:00.000000;27.495;23.4;1;rsi;0;rub;RU
3;BBG000BBZBV5;CON@DE;Continental AG;2022-07-15 00:00:00.000000;;28.9;1;rsi;0;eur;DE
4;BBG002B9T6Y1;KAZTP;КуйбышевАзот - Акции привилегированные;2022-07-15 00:00:00.000000;384.4;32.56;1;rsi;0;rub;RU
5;BBG000VKG4R5;MRKU;МРСК Урала;2022-07-15 00:00:00.000000;0.1426;19.37;1;rsi;0;rub;RU
6;BBG010R8C3Y4;GRUB;АДР Just Eat Takeaway.com N.V.;2022-07-15 00:00:00.000000;;17.91;1;rsi;0;usd;US
7;BBG000H8LGK2;MD;Pediatrix Medical Group;2022-07-15 00:00:00.000000;23.65;72.46;0;rsi;0;usd;US
8;BBG000QQCY41;2007;Country Garden Holdings;2022-07-15 00:00:00.000000;3.3;21.29;1;rsi;0;hkd;CN
9;BBG00225ZDD0;CDLX;Cardlytics Inc;2022-07-15 00:00:00.000000;13.73;22.33;1;rsi;0;usd;US
10;BBG004730RP0;GAZP;Газпром;2022-07-15 00:00:00.000000;187.61;25.14;1;rsi;0;rub;RU
11;BBG004SK5VL9;FIGS;FIGS;2022-07-15 00:00:00.000000;9.65;63.36;0;rsi;0;usd;US
12;BBG000GMGNB3;ROLL;RBC Bearings Inc;2022-07-15 00:00:00.000000;211.59;76.32;0;rsi;0;usd;US
13;BBG00K4MPP27;VNE;Veoneer Inc;2022-07-15 00:00:00.000000;;83.58;0;rsi;0;usd;SE
14;BBG000BW7X97;UTL;Unitil Corporation;2022-07-15 00:00:00.000000;59.82;72.77;0;rsi;0;usd;US
15;BBG00JN4FXG8;SLDB;Solid Biosciences;2022-07-15 00:00:00.000000;0.69;69.75;0;rsi;0;usd;US
16;BBG000BLMTR3;PUM@DE;PUMA SE;2022-07-15 00:00:00.000000;;16.73;1;rsi;0;eur;DE
17;BBG000C8L273;IFX@DE;Infineon Technologies AG;2022-07-15 00:00:00.000000;;32.25;1;rsi;0;eur;DE
18;BBG004HXD0G8;GNL;Global Net Lease REIT;2022-07-15 00:00:00.000000;14.62;67.14;0;rsi;0;usd;US
19;BBG000BD1HP2;WRB;WR Berkley;2022-07-15 00:00:00.000000;63.03;34.27;1;rsi;0;usd;US
20;BBG001PD3L10;EVK@DE;Evonik Industries AG;2022-07-15 00:00:00.000000;;24.33;1;rsi;0;eur;DE
21;BBG000QT15P7;PTCT;PTC Therapeutics;2022-07-15 00:00:00.000000;43.82;69.89;0;rsi;0;usd;US
22;BBG00MVWLLM2;GOSS;Gossamer Bio Inc;2022-07-15 00:00:00.000000;11.37;75.25;0;rsi;0;usd;US
23;BBG00W9LF2G5;PRAX;Praxis Precision Medicines;2022-07-15 00:00:00.000000;3.49;63.92;0;rsi;0;usd;US
24;BBG000K88H58;FCN;FTI Consulting Inc;2022-07-15 00:00:00.000000;189.96;76.02;0;rsi;0;usd;US
25;BBG000KGYRF8;OGZD@GS;Gazprom PJSC;2022-07-15 00:00:00.000000;;35.54;1;rsi;0;usd;RU
26;BBG001VBZR00;SBER@GS;Sberbank of Russia PJSC;2022-07-15 00:00:00.000000;;28.64;1;rsi;0;usd;RU
27;BBG00W7F99V5;LCID;Lucid Group;2022-07-15 00:00:00.000000;19.64;62.82;0;rsi;0;usd;US
28;BBG000BLH3P8;HSC;Harsco Corp;2022-07-15 00:00:00.000000;5.05;21.14;1;rsi;0;usd;US
29;BBG000BCJ161;SRPT;Sarepta Therapeutics Inc;2022-07-15 00:00:00.000000;84.19;70.34;0;rsi;0;usd;US
30;BBG00P17H053;DM;Desktop Metal;2022-07-15 00:00:00.000000;2.44;60.81;0;rsi;0;usd;US
31;BBG000DS5588;SPB@US;Spectrum Brands Holdings Inc;2022-07-15 00:00:00.000000;66.9;23.72;1;rsi;0;usd;US
32;BBG00K20GVD2;BTAI;BioXcel Therapeutics;2022-07-15 00:00:00.000000;16.51;72.58;0;rsi;0;usd;US
33;BBG000VFBQG4;MGNT@GS;Magnit PJSC;2022-07-15 00:00:00.000000;;26.24;1;rsi;0;usd;RU
34;BBG000BBZW12;DBK@DE;Deutsche Bank AG;2022-07-15 00:00:00.000000;;31.84;1;rsi;0;eur;DE
35;BBG000BJQK11;FOE;Ferro Corp;2022-07-15 00:00:00.000000;;94.88;0;rsi;0;usd;US
36;BBG002458LF8;SELG;Селигдар;2022-07-15 00:00:00.000000;35.31;22.73;1;rsi;0;rub;RU
37;BBG007DLZ601;RYTM;Rhythm Pharmaceuticals Inc;2022-07-15 00:00:00.000000;9.92;80.56;0;rsi;0;usd;US
38;BBG000LNHHJ9;KMAZ;КАМАЗ;2022-07-15 00:00:00.000000;85.5;22.52;1;rsi;0;rub;RU
39;BBG000VDC3G9;ZGNX;Zogenix Inc;2022-07-15 00:00:00.000000;;84.32;0;rsi;0;usd;US
40;BBG00KXC8646;BEAM;Beam Therapeutics;2022-07-15 00:00:00.000000;57.95;68.21;0;rsi;0;usd;US
41;BBG004PYF2N3;POLY;Polymetal;2022-07-15 00:00:00.000000;310.5;20.09;1;rsi;0;rub;RU
42;BBG00KT2SCV8;GSKY;GreenSky Inc;2022-07-15 00:00:00.000000;;1.15;1;rsi;0;usd;US
43;BBG000BWT790;RHM@DE;Rheinmetall AG;2022-07-15 00:00:00.000000;;95.02;0;rsi;0;eur;DE
44;BBG000BBFBD7;ALV@DE;Allianz SE;2022-07-15 00:00:00.000000;;29.49;1;rsi;0;eur;DE
45;BBG00Z5KBW72;GDEV;Nexters Inc;2022-07-15 00:00:00.000000;;21.97;1;rsi;0;usd;US
46;BBG000RTHVK7;GCHE;Группа Черкизово;2022-07-15 00:00:00.000000;2570.0;25.86;1;rsi;0;rub;RU
47;BBG003D4V951;DUOL;Duolingo;2022-07-15 00:00:00.000000;100.0;66.89;0;rsi;0;usd;US
48;BBG000LW3NX5;DPW@DE;Deutsche Post AG;2022-07-15 00:00:00.000000;;29.6;1;rsi;0;eur;DE
49;BBG000QSXPZ9;LRN;Stride, Inc;2022-07-15 00:00:00.000000;41.76;74.77;0;rsi;0;usd;US
50;BBG00341H6M0;GBT;Global Blood Therapeutics Inc;2022-07-15 00:00:00.000000;35.99;74.61;0;rsi;0;usd;US
51;BBG00PQ4XJ45;RXRX;Recursion Pharmaceuticals, Inc.;2022-07-15 00:00:00.000000;8.29;60.14;0;rsi;0;usd;US
52;BBG000BGPQW1;CVGW;Calavo Growers Inc;2022-07-15 00:00:00.000000;43.27;72.4;0;rsi;0;usd;US
53;BBG000BCG930;ELV;Elevance Health;2022-07-15 00:00:00.000000;481.19;27.18;1;rsi;0;usd;US
54;BBG0077HPN74;ZY;Zymergen Inc.;2022-07-15 00:00:00.000000;1.92;67.04;0;rsi;0;usd;US
55;BBG000BB07P9;GOLD;Barrick Gold;2022-07-15 00:00:00.000000;15.7;24.65;1;rsi;0;usd;CA
56;BBG00LPWLFD4;FSR;Fisker;2022-07-15 00:00:00.000000;9.5;57.49;0;rsi;0;usd;US
57;BBG00DW0PN34;1COV@DE;Covestro AG;2022-07-15 00:00:00.000000;;32.91;1;rsi;0;eur;DE
58;BBG000FVZQY1;TGTX;TG Therapeutics;2022-07-15 00:00:00.000000;6.06;61.98;0;rsi;0;usd;US
59;BBG00ZSDS6T8;TSP;TuSimple Holdings;2022-07-15 00:00:00.000000;8.8;61.04;0;rsi;0;usd;US
60;BBG000BS3CD1;FRE@DE;Fresenius SE;2022-07-15 00:00:00.000000;;21.74;1;rsi;0;eur;DE
61;BBG00MS4Y0W9;BDTX;Black Diamond Therapeutics Inc;2022-07-15 00:00:00.000000;3.19;72.58;0;rsi;0;usd;US
62;BBG000BCCT76;SIE@DE;Siemens AG;2022-07-15 00:00:00.000000;;33.97;1;rsi;0;eur;DE
63;BBG003MSMCS6;GLPI;Gaming and Leisure Properties REIT;2022-07-15 00:00:00.000000;49.78;69.39;0;rsi;0;usd;US
64;BBG000BHYT80;SGMO;Sangamo Therapeutics;2022-07-15 00:00:00.000000;4.54;59.44;0;rsi;0;usd;US
65;BBG000CSZKR2;MBT;АДР МТС;2022-07-15 00:00:00.000000;;16.15;1;rsi;0;usd;RU
66;BBG000F02T51;CABO;Cable One;2022-07-15 00:00:00.000000;1376.0;70.02;0;rsi;0;usd;US
67;BBG004731489;GMKN;Норильский никель;2022-07-15 00:00:00.000000;15600.0;27.79;1;rsi;0;rub;RU
68;BBG000BX7DH0;VRSB;ТНС энерго Воронеж;2022-07-15 00:00:00.000000;149.8;19.51;1;rsi;0;rub;RU
69;BBG00FH3FM15;TCRR;TCR2 Therapeutics Inc;2022-07-15 00:00:00.000000;3.39;70.01;0;rsi;0;usd;US
70;BBG00741Y1N2;RIVN;Rivian Automotive;2022-07-15 00:00:00.000000;31.54;64.12;0;rsi;0;usd;US
71;BBG000BBVVK7;BAS@DE;BASF SE;2022-07-15 00:00:00.000000;;26.6;1;rsi;0;eur;DE
72;BBG00ZVC67K7;VTSC@DE;Vitesco Technologies Group AG;2022-07-15 00:00:00.000000;;23.03;1;rsi;0;eur;DE
73;BBG000BTYP37;AWH;Aspira Womens Health;2022-07-15 00:00:00.000000;0.88;59.27;0;rsi;0;usd;US
74;BBG000D9H9F1;MYGN;Myriad Genetics Inc;2022-07-15 00:00:00.000000;21.98;73.7;0;rsi;0;usd;US
75;BBG000BVTPQ3;MTX@DE;MTU Aero Engines AG;2022-07-15 00:00:00.000000;;69.51;0;rsi;0;eur;DE
76;BBG000BBFBD7;ALV@DE;Allianz SE;2022-07-16 00:00:00.000000;;29.49;1;rsi;0;eur;DE
77;BBG004731489;GMKN;Норильский никель;2022-07-16 00:00:00.000000;15622.0;28.21;1;rsi;0;rub;RU
78;BBG003D4V951;DUOL;Duolingo;2022-07-16 00:00:00.000000;95.0;66.89;0;rsi;0;usd;US
79;BBG00KT2SCV8;GSKY;GreenSky Inc;2022-07-16 00:00:00.000000;;1.15;1;rsi;0;usd;US
80;BBG000LW3NX5;DPW@DE;Deutsche Post AG;2022-07-16 00:00:00.000000;;29.6;1;rsi;0;eur;DE
81;BBG000VDC3G9;ZGNX;Zogenix Inc;2022-07-16 00:00:00.000000;;84.32;0;rsi;0;usd;US
82;BBG00Z5KBW72;GDEV;Nexters Inc;2022-07-16 00:00:00.000000;;21.97;1;rsi;0;usd;US
83;BBG000RTHVK7;GCHE;Группа Черкизово;2022-07-16 00:00:00.000000;2610.5;25.86;1;rsi;0;rub;RU
84;BBG00MS4Y0W9;BDTX;Black Diamond Therapeutics Inc;2022-07-16 00:00:00.000000;3.03;72.58;0;rsi;0;usd;US
85;BBG007DLZ601;RYTM;Rhythm Pharmaceuticals Inc;2022-07-16 00:00:00.000000;6.4;80.56;0;rsi;0;usd;US
86;BBG000BCCT76;SIE@DE;Siemens AG;2022-07-16 00:00:00.000000;;33.97;1;rsi;0;eur;DE
87;BBG000BWT790;RHM@DE;Rheinmetall AG;2022-07-16 00:00:00.000000;;95.02;0;rsi;0;eur;DE
88;BBG000QSXPZ9;LRN;Stride, Inc;2022-07-16 00:00:00.000000;40.33;74.77;0;rsi;0;usd;US
89;BBG00KXC8646;BEAM;Beam Therapeutics;2022-07-16 00:00:00.000000;52.87;68.21;0;rsi;0;usd;US
90;BBG00W7F99V5;LCID;Lucid Group;2022-07-16 00:00:00.000000;19.27;62.82;0;rsi;0;usd;US
91;BBG000BCJ161;SRPT;Sarepta Therapeutics Inc;2022-07-16 00:00:00.000000;78.22;70.34;0;rsi;0;usd;US
92;BBG00741Y1N2;RIVN;Rivian Automotive;2022-07-16 00:00:00.000000;30.11;64.12;0;rsi;0;usd;US
93;BBG000BLH3P8;HSC;Harsco Corp;2022-07-16 00:00:00.000000;6.02;21.14;1;rsi;0;usd;US
94;BBG000DS5588;SPB@US;Spectrum Brands Holdings Inc;2022-07-16 00:00:00.000000;78.03;23.72;1;rsi;0;usd;US
95;BBG00P17H053;DM;Desktop Metal;2022-07-16 00:00:00.000000;2.4;60.81;0;rsi;0;usd;US
96;BBG000BHYT80;SGMO;Sangamo Therapeutics;2022-07-16 00:00:00.000000;4.48;59.44;0;rsi;0;usd;US
97;BBG00K20GVD2;BTAI;BioXcel Therapeutics;2022-07-16 00:00:00.000000;15.48;72.58;0;rsi;0;usd;US
98;BBG000BBVVK7;BAS@DE;BASF SE;2022-07-16 00:00:00.000000;;26.6;1;rsi;0;eur;DE
99;BBG000VFBQG4;MGNT@GS;Magnit PJSC;2022-07-16 00:00:00.000000;;26.24;1;rsi;0;usd;RU
100;BBG000BBZW12;DBK@DE;Deutsche Bank AG;2022-07-16 00:00:00.000000;;31.84;1;rsi;0;eur;DE
101;BBG002458LF8;SELG;Селигдар;2022-07-16 00:00:00.000000;38.24;22.73;1;rsi;0;rub;RU
102;BBG004PYF2N3;POLY;Polymetal;2022-07-16 00:00:00.000000;313.7;21.97;1;rsi;0;rub;RU
103;BBG000BS3CD1;FRE@DE;Fresenius SE;2022-07-16 00:00:00.000000;;21.74;1;rsi;0;eur;DE
104;BBG000BJQK11;FOE;Ferro Corp;2022-07-16 00:00:00.000000;;94.88;0;rsi;0;usd;US
105;BBG00ZSDS6T8;TSP;TuSimple Holdings;2022-07-16 00:00:00.000000;8.41;61.04;0;rsi;0;usd;US
106;BBG000LNHHJ9;KMAZ;КАМАЗ;2022-07-16 00:00:00.000000;88.2;22.52;1;rsi;0;rub;RU
107;BBG0077HPN74;ZY;Zymergen Inc.;2022-07-16 00:00:00.000000;1.78;67.04;0;rsi;0;usd;US
108;BBG000F02T51;CABO;Cable One;2022-07-16 00:00:00.000000;1342.82;70.02;0;rsi;0;usd;US
109;BBG001VBZR00;SBER@GS;Sberbank of Russia PJSC;2022-07-16 00:00:00.000000;;28.64;1;rsi;0;usd;RU
110;BBG00DW0PN34;1COV@DE;Covestro AG;2022-07-16 00:00:00.000000;;32.91;1;rsi;0;eur;DE
111;BBG000GMGNB3;ROLL;RBC Bearings Inc;2022-07-16 00:00:00.000000;198.6;76.32;0;rsi;0;usd;US
112;BBG00K4MPP27;VNE;Veoneer Inc;2022-07-16 00:00:00.000000;;83.58;0;rsi;0;usd;SE
113;BBG00W9LF2G5;PRAX;Praxis Precision Medicines;2022-07-16 00:00:00.000000;3.31;63.92;0;rsi;0;usd;US
114;BBG000BGPQW1;CVGW;Calavo Growers Inc;2022-07-16 00:00:00.000000;42.46;72.4;0;rsi;0;usd;US
115;BBG000BW7X97;UTL;Unitil Corporation;2022-07-16 00:00:00.000000;58.32;72.77;0;rsi;0;usd;US
116;BBG000FVZQY1;TGTX;TG Therapeutics;2022-07-16 00:00:00.000000;5.48;61.98;0;rsi;0;usd;US
117;BBG00LPWLFD4;FSR;Fisker;2022-07-16 00:00:00.000000;9.04;57.49;0;rsi;0;usd;US
118;BBG00JN4FXG8;SLDB;Solid Biosciences;2022-07-16 00:00:00.000000;0.66;69.75;0;rsi;0;usd;US
119;BBG000K88H58;FCN;FTI Consulting Inc;2022-07-16 00:00:00.000000;186.83;76.02;0;rsi;0;usd;US
120;BBG004730RP0;GAZP;Газпром;2022-07-16 00:00:00.000000;187.93;25.46;1;rsi;0;rub;RU
121;BBG000BLMTR3;PUM@DE;PUMA SE;2022-07-16 00:00:00.000000;;16.73;1;rsi;0;eur;DE
122;BBG00FH3FM15;TCRR;TCR2 Therapeutics Inc;2022-07-16 00:00:00.000000;3.37;70.01;0;rsi;0;usd;US
123;BBG000C8L273;IFX@DE;Infineon Technologies AG;2022-07-16 00:00:00.000000;;32.25;1;rsi;0;eur;DE
124;BBG003MSMCS6;GLPI;Gaming and Leisure Properties REIT;2022-07-16 00:00:00.000000;47.86;69.39;0;rsi;0;usd;US
125;BBG004HXD0G8;GNL;Global Net Lease REIT;2022-07-16 00:00:00.000000;14.17;67.14;0;rsi;0;usd;US
126;BBG001PD3L10;EVK@DE;Evonik Industries AG;2022-07-16 00:00:00.000000;;24.33;1;rsi;0;eur;DE
127;BBG000D9H9F1;MYGN;Myriad Genetics Inc;2022-07-16 00:00:00.000000;20.34;73.7;0;rsi;0;usd;US
128;BBG000BD1HP2;WRB;WR Berkley;2022-07-16 00:00:00.000000;65.95;34.27;1;rsi;0;usd;US
129;BBG00MVWLLM2;GOSS;Gossamer Bio Inc;2022-07-16 00:00:00.000000;7.29;75.25;0;rsi;0;usd;US
130;BBG00341H6M0;GBT;Global Blood Therapeutics Inc;2022-07-16 00:00:00.000000;35.27;74.61;0;rsi;0;usd;US
131;BBG000BCG930;ELV;Elevance Health;2022-07-16 00:00:00.000000;478.01;27.18;1;rsi;0;usd;US
132;BBG00225ZDD0;CDLX;Cardlytics Inc;2022-07-16 00:00:00.000000;15.75;22.33;1;rsi;0;usd;US
133;BBG00PQ4XJ45;RXRX;Recursion Pharmaceuticals, Inc.;2022-07-16 00:00:00.000000;7.88;60.14;0;rsi;0;usd;US
134;BBG000KGYRF8;OGZD@GS;Gazprom PJSC;2022-07-16 00:00:00.000000;;35.54;1;rsi;0;usd;RU
135;BBG000BB07P9;GOLD;Barrick Gold;2022-07-16 00:00:00.000000;16.51;24.65;1;rsi;0;usd;CA
136;BBG004SK5VL9;FIGS;FIGS;2022-07-16 00:00:00.000000;9.73;63.36;0;rsi;0;usd;US
137;BBG000FR1RP5;ADS@DE;Adidas;2022-07-16 00:00:00.000000;;23.1;1;rsi;0;eur;DE
138;BBG00ZVC67K7;VTSC@DE;Vitesco Technologies Group AG;2022-07-16 00:00:00.000000;;23.03;1;rsi;0;eur;DE
139;BBG00VPKLPX4;POGR;Petropavlovsk PLC;2022-07-16 00:00:00.000000;0.87;14.65;1;rsi;0;rub;RU
140;BBG002B9T6Y1;KAZTP;КуйбышевАзот - Акции привилегированные;2022-07-16 00:00:00.000000;405.8;32.56;1;rsi;0;rub;RU
141;BBG000BVTPQ3;MTX@DE;MTU Aero Engines AG;2022-07-16 00:00:00.000000;;69.51;0;rsi;0;eur;DE
142;BBG000VKG4R5;MRKU;МРСК Урала;2022-07-16 00:00:00.000000;0.1476;19.37;1;rsi;0;rub;RU
143;BBG000CSZKR2;MBT;АДР МТС;2022-07-16 00:00:00.000000;;16.15;1;rsi;0;usd;RU
144;BBG010R8C3Y4;GRUB;АДР Just Eat Takeaway.com N.V.;2022-07-16 00:00:00.000000;;17.91;1;rsi;0;usd;US
145;BBG000BBZBV5;CON@DE;Continental AG;2022-07-16 00:00:00.000000;;28.9;1;rsi;0;eur;DE
146;BBG000H8LGK2;MD;Pediatrix Medical Group;2022-07-16 00:00:00.000000;23.0;72.46;0;rsi;0;usd;US
147;BBG000BTYP37;AWH;Aspira Womens Health;2022-07-16 00:00:00.000000;0.89;59.27;0;rsi;0;usd;US
148;BBG000QQCY41;2007;Country Garden Holdings;2022-07-16 00:00:00.000000;3.99;21.29;1;rsi;0;hkd;CN
149;BBG000BX7DH0;VRSB;ТНС энерго Воронеж;2022-07-16 00:00:00.000000;166.8;19.51;1;rsi;0;rub;RU
150;BBG000QT15P7;PTCT;PTC Therapeutics;2022-07-16 00:00:00.000000;43.7;69.89;0;rsi;0;usd;US
151;BBG000FR1RP5;ADS@DE;Adidas;2022-07-17 00:00:00.000000;;23.1;1;rsi;0;eur;DE
152;BBG000K88H58;FCN;FTI Consulting Inc;2022-07-17 00:00:00.000000;186.13;76.02;0;rsi;0;usd;US
153;BBG000GMGNB3;ROLL;RBC Bearings Inc;2022-07-17 00:00:00.000000;201.05;76.32;0;rsi;0;usd;US
154;BBG000DS5588;SPB@US;Spectrum Brands Holdings Inc;2022-07-17 00:00:00.000000;74.99;23.72;1;rsi;0;usd;US
155;BBG000BB07P9;GOLD;Barrick Gold;2022-07-17 00:00:00.000000;16.48;24.65;1;rsi;0;usd;CA
156;BBG001PD3L10;EVK@DE;Evonik Industries AG;2022-07-17 00:00:00.000000;;24.33;1;rsi;0;eur;DE
157;BBG00W9LF2G5;PRAX;Praxis Precision Medicines;2022-07-17 00:00:00.000000;3.6;63.92;0;rsi;0;usd;US
158;BBG000D9H9F1;MYGN;Myriad Genetics Inc;2022-07-17 00:00:00.000000;20.67;73.7;0;rsi;0;usd;US
159;BBG00PQ4XJ45;RXRX;Recursion Pharmaceuticals, Inc.;2022-07-17 00:00:00.000000;8.13;60.14;0;rsi;0;usd;US
160;BBG000VDC3G9;ZGNX;Zogenix Inc;2022-07-17 00:00:00.000000;;84.32;0;rsi;0;usd;US
161;BBG007DLZ601;RYTM;Rhythm Pharmaceuticals Inc;2022-07-17 00:00:00.000000;8.7;80.56;0;rsi;0;usd;US
162;BBG000BBZBV5;CON@DE;Continental AG;2022-07-17 00:00:00.000000;;28.9;1;rsi;0;eur;DE
163;BBG000F02T51;CABO;Cable One;2022-07-17 00:00:00.000000;1343.9;70.02;0;rsi;0;usd;US
164;BBG000BBZW12;DBK@DE;Deutsche Bank AG;2022-07-17 00:00:00.000000;;31.84;1;rsi;0;eur;DE
165;BBG00ZSDS6T8;TSP;TuSimple Holdings;2022-07-17 00:00:00.000000;8.63;61.04;0;rsi;0;usd;US
166;BBG000BCJ161;SRPT;Sarepta Therapeutics Inc;2022-07-17 00:00:00.000000;80.01;70.34;0;rsi;0;usd;US
167;BBG004HXD0G8;GNL;Global Net Lease REIT;2022-07-17 00:00:00.000000;14.14;67.14;0;rsi;0;usd;US
168;BBG000BD1HP2;WRB;WR Berkley;2022-07-17 00:00:00.000000;65.57;34.27;1;rsi;0;usd;US
169;BBG000QT15P7;PTCT;PTC Therapeutics;2022-07-17 00:00:00.000000;44.4;69.89;0;rsi;0;usd;US
170;BBG00341H6M0;GBT;Global Blood Therapeutics Inc;2022-07-17 00:00:00.000000;35.33;74.61;0;rsi;0;usd;US
171;BBG00DW0PN34;1COV@DE;Covestro AG;2022-07-17 00:00:00.000000;;32.91;1;rsi;0;eur;DE
172;BBG000BX7DH0;VRSB;ТНС энерго Воронеж;2022-07-17 00:00:00.000000;155.4;19.51;1;rsi;0;rub;RU
173;BBG003MSMCS6;GLPI;Gaming and Leisure Properties REIT;2022-07-17 00:00:00.000000;47.89;69.39;0;rsi;0;usd;US
174;BBG00LPWLFD4;FSR;Fisker;2022-07-17 00:00:00.000000;9.09;57.49;0;rsi;0;usd;US
175;BBG000BCG930;ELV;Elevance Health;2022-07-17 00:00:00.000000;476.25;27.18;1;rsi;0;usd;US
176;BBG000BTYP37;AWH;Aspira Womens Health;2022-07-17 00:00:00.000000;0.84;59.27;0;rsi;0;usd;US
177;BBG000BVTPQ3;MTX@DE;MTU Aero Engines AG;2022-07-17 00:00:00.000000;;69.51;0;rsi;0;eur;DE
178;BBG00ZVC67K7;VTSC@DE;Vitesco Technologies Group AG;2022-07-17 00:00:00.000000;;23.03;1;rsi;0;eur;DE
179;BBG000BGPQW1;CVGW;Calavo Growers Inc;2022-07-17 00:00:00.000000;42.41;72.4;0;rsi;0;usd;US
180;BBG004731489;GMKN;Норильский никель;2022-07-17 00:00:00.000000;15536.0;27.53;1;rsi;0;rub;RU
181;BBG000BCCT76;SIE@DE;Siemens AG;2022-07-17 00:00:00.000000;;33.97;1;rsi;0;eur;DE
182;BBG0077HPN74;ZY;Zymergen Inc.;2022-07-17 00:00:00.000000;1.83;67.04;0;rsi;0;usd;US
183;BBG000BS3CD1;FRE@DE;Fresenius SE;2022-07-17 00:00:00.000000;;21.74;1;rsi;0;eur;DE
184;BBG000BHYT80;SGMO;Sangamo Therapeutics;2022-07-17 00:00:00.000000;4.57;59.44;0;rsi;0;usd;US
185;BBG00741Y1N2;RIVN;Rivian Automotive;2022-07-17 00:00:00.000000;30.65;64.12;0;rsi;0;usd;US
186;BBG000C8L273;IFX@DE;Infineon Technologies AG;2022-07-17 00:00:00.000000;;32.25;1;rsi;0;eur;DE
187;BBG00JN4FXG8;SLDB;Solid Biosciences;2022-07-17 00:00:00.000000;0.67;69.75;0;rsi;0;usd;US
188;BBG000BW7X97;UTL;Unitil Corporation;2022-07-17 00:00:00.000000;58.21;72.77;0;rsi;0;usd;US
189;BBG00K4MPP27;VNE;Veoneer Inc;2022-07-17 00:00:00.000000;;83.58;0;rsi;0;usd;SE
190;BBG00P17H053;DM;Desktop Metal;2022-07-17 00:00:00.000000;2.38;60.81;0;rsi;0;usd;US
191;BBG00K20GVD2;BTAI;BioXcel Therapeutics;2022-07-17 00:00:00.000000;17.21;72.58;0;rsi;0;usd;US
192;BBG000VFBQG4;MGNT@GS;Magnit PJSC;2022-07-17 00:00:00.000000;;26.24;1;rsi;0;usd;RU
193;BBG002458LF8;SELG;Селигдар;2022-07-17 00:00:00.000000;36.64;22.73;1;rsi;0;rub;RU
194;BBG000LNHHJ9;KMAZ;КАМАЗ;2022-07-17 00:00:00.000000;86.5;22.52;1;rsi;0;rub;RU
195;BBG000QSXPZ9;LRN;Stride, Inc;2022-07-17 00:00:00.000000;40.52;74.77;0;rsi;0;usd;US
196;BBG00KXC8646;BEAM;Beam Therapeutics;2022-07-17 00:00:00.000000;55.59;68.21;0;rsi;0;usd;US
197;BBG00KT2SCV8;GSKY;GreenSky Inc;2022-07-17 00:00:00.000000;;1.15;1;rsi;0;usd;US
198;BBG000BWT790;RHM@DE;Rheinmetall AG;2022-07-17 00:00:00.000000;;95.02;0;rsi;0;eur;DE
199;BBG00W7F99V5;LCID;Lucid Group;2022-07-17 00:00:00.000000;19.47;62.82;0;rsi;0;usd;US
200;BBG000BBFBD7;ALV@DE;Allianz SE;2022-07-17 00:00:00.000000;;29.49;1;rsi;0;eur;DE
201;BBG000RTHVK7;GCHE;Группа Черкизово;2022-07-17 00:00:00.000000;2566.5;25.86;1;rsi;0;rub;RU
202;BBG000KGYRF8;OGZD@GS;Gazprom PJSC;2022-07-17 00:00:00.000000;;35.54;1;rsi;0;usd;RU
203;BBG00VPKLPX4;POGR;Petropavlovsk PLC;2022-07-17 00:00:00.000000;;14.65;1;rsi;0;rub;RU
204;BBG002B9T6Y1;KAZTP;КуйбышевАзот - Акции привилегированные;2022-07-17 00:00:00.000000;400.6;32.56;1;rsi;0;rub;RU
205;BBG010R8C3Y4;GRUB;АДР Just Eat Takeaway.com N.V.;2022-07-17 00:00:00.000000;;17.91;1;rsi;0;usd;US
206;BBG000H8LGK2;MD;Pediatrix Medical Group;2022-07-17 00:00:00.000000;22.6;72.46;0;rsi;0;usd;US
207;BBG000QQCY41;2007;Country Garden Holdings;2022-07-17 00:00:00.000000;3.68;21.29;1;rsi;0;hkd;CN
208;BBG00225ZDD0;CDLX;Cardlytics Inc;2022-07-17 00:00:00.000000;14.5;22.33;1;rsi;0;usd;US
209;BBG004730RP0;GAZP;Газпром;2022-07-17 00:00:00.000000;187.41;25.27;1;rsi;0;rub;RU
210;BBG000LW3NX5;DPW@DE;Deutsche Post AG;2022-07-17 00:00:00.000000;;29.6;1;rsi;0;eur;DE
211;BBG004SK5VL9;FIGS;FIGS;2022-07-17 00:00:00.000000;9.46;63.36;0;rsi;0;usd;US
212;BBG00Z5KBW72;GDEV;Nexters Inc;2022-07-17 00:00:00.000000;;21.97;1;rsi;0;usd;US
213;BBG003D4V951;DUOL;Duolingo;2022-07-17 00:00:00.000000;94.5;66.89;0;rsi;0;usd;US
214;BBG000BBVVK7;BAS@DE;BASF SE;2022-07-17 00:00:00.000000;;26.6;1;rsi;0;eur;DE
215;BBG000FVZQY1;TGTX;TG Therapeutics;2022-07-17 00:00:00.000000;6.1;61.98;0;rsi;0;usd;US
