figi;ticker;class_code;isin;lot;currency;klong;kshort;dlong;dshort;dlong_min;dshort_min;short_enabled_flag;name;exchange;ipo_date;issue_size;country_of_risk;country_of_risk_name;sector;issue_size_plan;nominal;trading_status;otc_flag;buy_available_flag;sell_available_flag;div_yield_flag;share_type;min_price_increment;api_trade_available_flag;uid;real_exchange
BBG000QJW156;BSPB;TQBR;RU0009100945;10;rub;{'units': 2, 'nano': 0};{'units': 2, 'nano': 0};{'units': 0, 'nano': 317300000};{'units': 0, 'nano': 612700000};{'units': 0, 'nano': 173700000};{'units': 0, 'nano': 269900000};False;Банк Санкт-Петербург;MOEX;1992-11-19 00:00:00+00:00;475554232;RU;Российская Федерация;financial;13090000;{'currency': 'rub', 'units': 1, 'nano': 0};5;False;True;True;True;1;{'units': 0, 'nano': 10000000};True;1e19953d-01c6-4ecd-a5f4-53ae3ed44029;1
BBG000QQCY41;2007;SPBHKEX;KYG245241032;100;hkd;{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};False;Country Garden Holdings;SPB_HK;1970-01-01 00:00:00+00:00;22035408726;CN;Китайская Народная Республика;real_estate;0;{'currency': 'hkd', 'units': 0, 'nano': 100000000};5;False;True;True;True;1;{'units': 0, 'nano': 10000000};True;d5110c0c-80d6-4826-b948-544faab0091c;2
BBG000PN1SJ8;DEI;SPBXM;US25960P1093;1;usd;{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};False;Douglas Emmett REIT;SPB;1970-01-01 00:00:00+00:00;175464148;US;Соединенные Штаты Америки;real_estate;750000000;{'currency': 'usd', 'units': 0, 'nano': 10000000};5;False;True;True;True;1;{'units': 0, 'nano': 10000000};True;7481a74d-ca8f-4036-879c-919f5a2a21ff;2
BBG000BP46T2;MLKN;SPBXM;US6005441000;1;usd;{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};False;MillerKnoll;SPB;1970-01-01 00:00:00+00:00;58812564;US;Соединенные Штаты Америки;consumer;240000000;{'currency': 'usd', 'units': 0, 'nano': 200000000};5;False;True;True;True;1;{'units': 0, 'nano': 10000000};True;3c901a56-5c9b-4257-9f09-fd038fb1d559;2
BBG000LR8515;SBH;SPBXM;US79546E1047;1;usd;{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};False;Sally Beauty Holdings Inc;SPB;2016-07-28 00:00:00+00:00;125102746;US;Соединенные Штаты Америки;consumer;500000000;{'currency': 'usd', 'units': 0, 'nano': 10000000};5;False;True;True;False;1;{'units': 0, 'nano': 10000000};True;c4d54656-38e4-47ed-a8ae-7f5ea551bfb9;2
BBG004NLQHL0;FSLY;SPBXM;US31188V1008;1;usd;{'units': 2, 'nano': 0};{'units': 2, 'nano': 0};{'units': 0, 'nano': 910000000};{'units': 1, 'nano': 986000000};{'units': 0, 'nano': 700000000};{'units': 0, 'nano': 728000000};True;Fastly Inc;SPB;1970-01-01 00:00:00+00:00;11250000;US;Соединенные Штаты Америки;it;0;{'currency': 'usd', 'units': 0, 'nano': 20000};5;False;True;True;False;1;{'units': 0, 'nano': 10000000};True;c29571da-79cc-407c-8cd4-6fd5363714f1;2
BBG000BLGFJ9;LHX;SPBXM;US5024311095;1;usd;{'units': 2, 'nano': 0};{'units': 2, 'nano': 0};{'units': 0, 'nano': 500000000};{'units': 0, 'nano': 500000000};{'units': 0, 'nano': 292900000};{'units': 0, 'nano': 224700000};True;L3Harris Technologies Inc;SPB;1955-07-13 00:00:00+00:00;81265245;US;Соединенные Штаты Америки;industrials;0;{'currency': 'usd', 'units': 1, 'nano': 0};5;False;True;True;True;1;{'units': 0, 'nano': 10000000};True;6792328e-7839-4408-97d0-80163b383473;2
BBG00PNR1BT2;IGMS;SPBXM;US4495851085;1;usd;{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};False;IGM Biosciences Inc;SPB;1970-01-01 00:00:00+00:00;24159705;US;Соединенные Штаты Америки;health_care;1000000000;{'currency': 'usd', 'units': 0, 'nano': 10000000};5;False;True;True;False;1;{'units': 0, 'nano': 10000000};True;5325952b-ad4e-498b-8433-7407c959c9b6;2
BBG00225ZDD0;CDLX;SPBXM;US14161W1053;1;usd;{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};False;Cardlytics Inc;SPB;1970-01-01 00:00:00+00:00;26967594;US;Соединенные Штаты Америки;telecom;100000000;{'currency': 'usd', 'units': 0, 'nano': 100000};5;False;True;True;False;1;{'units': 0, 'nano': 10000000};True;60a881f4-233c-4b75-bb47-76cfc2fc1302;2
BBG001KY4N87;ARMK;SPBXM;US03852U1060;1;usd;{'units': 2, 'nano': 0};{'units': 2, 'nano': 0};{'units': 0, 'nano': 500000000};{'units': 0, 'nano': 500000000};{'units': 0, 'nano': 292900000};{'units': 0, 'nano': 224700000};False;Aramark;SPB;2013-12-12 00:00:00+00:00;246296999;US;Соединенные Штаты Америки;consumer;600000000;{'currency': 'usd', 'units': 0, 'nano': 10000000};5;False;True;True;True;1;{'units': 0, 'nano': 10000000};True;ca05586d-b2c7-4184-b0c0-5b5c9e9bbcb0;2
BBG000FQ6PY6;CTXS;SPBXM;US1773761002;1;usd;{'units': 2, 'nano': 0};{'units': 2, 'nano': 0};{'units': 0, 'nano': 500000000};{'units': 0, 'nano': 500000000};{'units': 0, 'nano': 292900000};{'units': 0, 'nano': 224700000};True;Citrix Systems;SPB;1995-12-07 00:00:00+00:00;186397081;US;Соединенные Штаты Америки;it;0;{'currency': 'usd', 'units': 0, 'nano': 1000000};4;False;True;True;True;1;{'units': 0, 'nano': 10000000};True;1d4494b5-61d6-47a2-a415-c527fc77adcc;2
BBG000BXRPH1;PXD;SPBXM;US7237871071;1;usd;{'units': 2, 'nano': 0};{'units': 2, 'nano': 0};{'units': 0, 'nano': 500000000};{'units': 0, 'nano': 500000000};{'units': 0, 'nano': 292900000};{'units': 0, 'nano': 224700000};False;Pioneer Natural Resources;SPB;1970-01-01 00:00:00+00:00;148963753;US;Соединенные Штаты Америки;energy;0;{'currency': 'usd', 'units': 0, 'nano': 10000000};5;False;True;True;True;1;{'units': 0, 'nano': 10000000};True;45bd4a2f-b1e9-400c-a993-31f74fecdfd5;2
BBG0035M2ZB7;NWS;SPBXM;US65249B2088;1;usd;{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};False;News Corp;SPB;1970-01-01 00:00:00+00:00;199630240;US;Соединенные Штаты Америки;telecom;750000000;{'currency': 'usd', 'units': 0, 'nano': 10000000};5;False;True;True;True;1;{'units': 0, 'nano': 10000000};True;76cdfa3b-4f25-4f69-9450-db26e59a479d;2
BBG000J6XT05;EXC;SPBXM;US30161N1019;1;usd;{'units': 2, 'nano': 0};{'units': 2, 'nano': 0};{'units': 0, 'nano': 500000000};{'units': 0, 'nano': 500000000};{'units': 0, 'nano': 292900000};{'units': 0, 'nano': 224700000};False;Exelon Corporation;SPB;1970-01-01 00:00:00+00:00;961000000;US;Соединенные Штаты Америки;utilities;2000000000;{'currency': 'usd', 'units': 0, 'nano': 0};5;False;True;True;True;1;{'units': 0, 'nano': 10000000};True;7549a423-33f3-430e-8974-684c18eaf83d;2
BBG000BRNGM2;ATO;SPBXM;US0495601058;1;usd;{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};False;Atmos Energy Corp;SPB;1970-01-01 00:00:00+00:00;106065596;US;Соединенные Штаты Америки;utilities;200000000;{'currency': 'usd', 'units': 0, 'nano': 0};5;False;True;True;True;1;{'units': 0, 'nano': 10000000};True;9fcc2f04-471a-4f93-ae2e-a3b6fced4fba;2
BBG0025Y4RY4;ABBV;SPBXM;US00287Y1091;1;usd;{'units': 2, 'nano': 0};{'units': 2, 'nano': 0};{'units': 0, 'nano': 500000000};{'units': 0, 'nano': 500000000};{'units': 0, 'nano': 292900000};{'units': 0, 'nano': 224700000};True;AbbVie;SPB_MORNING;1970-01-01 00:00:00+00:00;1767175532;US;Соединенные Штаты Америки;health_care;4000000000;{'currency': 'usd', 'units': 0, 'nano': 10000000};5;False;True;True;True;1;{'units': 0, 'nano': 10000000};True;a9a3b127-916b-4fbf-b06a-b2afe07da9f0;2
BBG000PNTXP0;CYRX;SPBXM;US2290503075;1;usd;{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};False;Cryoport;SPB;1970-01-01 00:00:00+00:00;27339977;US;Соединенные Штаты Америки;health_care;50000000;{'currency': 'usd', 'units': 0, 'nano': 1000000};5;False;True;True;False;1;{'units': 0, 'nano': 10000000};True;f7fa9d57-8c5a-437d-9281-44ad9112a90f;2
BBG0018SLC07;SQ;SPBXM;US8522341036;1;usd;{'units': 2, 'nano': 0};{'units': 2, 'nano': 0};{'units': 0, 'nano': 500000000};{'units': 0, 'nano': 532600000};{'units': 0, 'nano': 292900000};{'units': 0, 'nano': 238000000};True;Block;SPB_MORNING_WEEKEND;2015-11-19 00:00:00+00:00;397396181;US;Соединенные Штаты Америки;it;1000000000;{'currency': 'usd', 'units': 0, 'nano': 100};5;False;True;True;False;1;{'units': 0, 'nano': 10000000};True;7b40af88-c3c7-4135-84af-c6f3e0390775;2
BBG000BWPP85;WERN;SPBXM;US9507551086;1;usd;{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};False;Werner Enterprises Inc;SPB;1991-10-01 00:00:00+00:00;70488102;US;Соединенные Штаты Америки;industrials;200000000;{'currency': 'usd', 'units': 0, 'nano': 10000000};5;False;True;True;True;1;{'units': 0, 'nano': 10000000};True;78775579-f51a-4be5-a36b-0203de8f2747;2
BBG000BL0T06;UFPI;SPBXM;US90278Q1085;1;usd;{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};False;UUFP Industries, Inc;SPB;1993-11-09 00:00:00+00:00;61102481;US;Соединенные Штаты Америки;industrials;80000000;{'currency': 'usd', 'units': 1, 'nano': 0};5;False;True;True;True;1;{'units': 0, 'nano': 10000000};True;99fbf6b3-e90b-4d47-b8a2-2e2876657aee;2
BBG000BF0672;CASY;SPBXM;US1475281036;1;usd;{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};False;Casey's General Stores Inc;SPB;1983-10-20 00:00:00+00:00;37536106;US;Соединенные Штаты Америки;consumer;0;{'currency': 'usd', 'units': 0, 'nano': 0};5;False;True;True;True;1;{'units': 0, 'nano': 10000000};True;cd479328-6380-4d62-ae57-7521e8b3af3e;2
BBG000FRVHB9;VTR;SPBXM;US92276F1003;1;usd;{'units': 2, 'nano': 0};{'units': 2, 'nano': 0};{'units': 0, 'nano': 500000000};{'units': 0, 'nano': 500000000};{'units': 0, 'nano': 292900000};{'units': 0, 'nano': 224700000};True;Ventas REIT;SPB;1991-02-01 00:00:00+00:00;354125000;US;Соединенные Штаты Америки;real_estate;600000000;{'currency': 'usd', 'units': 0, 'nano': 250000000};5;False;True;True;True;8;{'units': 0, 'nano': 10000000};True;ce027388-8052-48d0-b9ab-6f06675a4bb1;2
BBG000BGGBT8;CSL;SPBXM;US1423391002;1;usd;{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};False;Carlisle Companies Incorporated;SPB;1960-06-01 00:00:00+00:00;61789121;US;Соединенные Штаты Америки;industrials;200000000;{'currency': 'usd', 'units': 1, 'nano': 0};5;False;True;True;True;1;{'units': 0, 'nano': 10000000};True;38a0295e-7173-4e10-90f8-e316a77578be;2
BBG000BCZBF1;SAM;SPBXM;US1005571070;1;usd;{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};False;Boston Beer Co Inc The;SPB;1995-11-20 00:00:00+00:00;9465306;US;Соединенные Штаты Америки;consumer;22700000;{'currency': 'usd', 'units': 0, 'nano': 10000000};5;False;True;True;False;1;{'units': 0, 'nano': 10000000};True;23454005-f094-40fe-b960-4e190114c7dc;2
BBG000FFH4P5;FLS;SPBXM;US34354P1057;1;usd;{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};False;Flowserve;SPB;1970-01-01 00:00:00+00:00;130833554;US;Соединенные Штаты Америки;industrials;305000000;{'currency': 'usd', 'units': 1, 'nano': 250000000};5;False;True;True;True;1;{'units': 0, 'nano': 10000000};True;06ad22f0-93e5-46ec-974b-e68fd7e28c54;2
BBG002YFXL29;UNKL;TQBR;RU0004887991;1;rub;{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};False;ЮУНК;MOEX;2008-05-06 00:00:00+00:00;599737;RU;Российская Федерация;materials;599737;{'currency': 'rub', 'units': 1, 'nano': 0};5;False;True;True;False;1;{'units': 10, 'nano': 0};True;69e56041-ddab-4151-9832-e0a1e9f83a42;1
BBG000C8NJ10;AVNT;SPBXM;US05368V1061;1;usd;{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};False;Avient Corporation;SPB;1970-01-01 00:00:00+00:00;91475596;US;Соединенные Штаты Америки;materials;0;{'currency': 'usd', 'units': 0, 'nano': 10000000};5;False;True;True;True;1;{'units': 0, 'nano': 10000000};True;52806bdb-fcde-4b3e-bee3-e53eb46f2fa1;2
BBG000BX9WL1;ZION;SPBXM;US9897011071;1;usd;{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};False;Zions Bancorporation;SPB;1966-01-11 00:00:00+00:00;197114982;US;Соединенные Штаты Америки;financial;0;{'currency': 'usd', 'units': 0, 'nano': 1000000};5;False;True;True;True;1;{'units': 0, 'nano': 10000000};True;92a81f1d-95a3-40f2-a1da-8f51c1f0ccdb;2
BBG00BT7PPY8;TRHC;SPBXM;US8733791011;1;usd;{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};False;Tabula Rasa HealthCare In;SPB;1970-01-01 00:00:00+00:00;22381554;US;Соединенные Штаты Америки;health_care;100000000;{'currency': 'usd', 'units': 0, 'nano': 100000};5;False;True;True;False;1;{'units': 0, 'nano': 10000000};True;220d6d28-3854-451a-ab29-d2988311f5e6;2
BBG000C3CWZ7;MATV;SPBXM;US8085411069;1;usd;{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};False;Mativ Holdings;SPB;1970-01-01 00:00:00+00:00;31457517;US;Соединенные Штаты Америки;materials;100000000;{'currency': 'usd', 'units': 0, 'nano': 100000000};5;False;True;True;True;1;{'units': 0, 'nano': 10000000};True;27037140-5a94-43a9-a980-209af26ebc1e;2
BBG001BBSZV8;MSST;TQPI;RU000A0JTFH9;100;rub;{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};False;Мультисистема;MOEX;2012-10-30 00:00:00+00:00;100000000;RU;Российская Федерация;other;100000000;{'currency': 'rub', 'units': 0, 'nano': 1000000};1;False;True;True;False;1;{'units': 0, 'nano': 1000000};True;7f002803-2558-4428-958c-5edc41b8e057;1
BBG000BBS2Y0;AMGN;SPBXM;US0311621009;1;usd;{'units': 2, 'nano': 0};{'units': 2, 'nano': 0};{'units': 0, 'nano': 500000000};{'units': 0, 'nano': 500000000};{'units': 0, 'nano': 292900000};{'units': 0, 'nano': 224700000};True;Amgen;SPB;1983-06-17 00:00:00+00:00;567852353;US;Соединенные Штаты Америки;health_care;0;{'currency': 'usd', 'units': 0, 'nano': 100000};5;False;True;True;True;1;{'units': 0, 'nano': 10000000};True;2f120621-2337-485c-b3c7-391436873d3c;2
BBG00K4MPP27;VNE;SPBXM;US92336X1090;1;usd;{'units': 2, 'nano': 0};{'units': 2, 'nano': 0};{'units': 1, 'nano': 0};{'units': 1, 'nano': 0};{'units': 1, 'nano': 0};{'units': 1, 'nano': 0};False;Veoneer Inc;SPB;1970-01-01 00:00:00+00:00;87347940;SE;Королевство Швеция;industrials;325000000;{'currency': 'usd', 'units': 1, 'nano': 0};1;False;True;True;False;1;{'units': 0, 'nano': 10000000};True;de459b7c-402a-40a7-a3c2-c5ebd9a48274;2
BBG000BC1L02;AOS;SPBXM;US8318652091;1;usd;{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};False;A. O. Smith Corporation;SPB;1970-01-01 00:00:00+00:00;145815700;US;Соединенные Штаты Америки;industrials;240000000;{'currency': 'usd', 'units': 1, 'nano': 0};5;False;True;True;True;1;{'units': 0, 'nano': 10000000};True;4697a290-137e-4379-bcb1-c044de66793d;2
BBG000LD9JQ8;WYNN;SPBXM;US9831341071;1;usd;{'units': 2, 'nano': 0};{'units': 2, 'nano': 0};{'units': 0, 'nano': 500000000};{'units': 0, 'nano': 500000000};{'units': 0, 'nano': 292900000};{'units': 0, 'nano': 224700000};True;Wynn Resorts;SPB;2002-10-25 00:00:00+00:00;101790911;US;Соединенные Штаты Америки;consumer;400000000;{'currency': 'usd', 'units': 0, 'nano': 10000000};5;False;True;True;True;1;{'units': 0, 'nano': 10000000};True;b39ca028-a2de-4f8b-996f-bc8f17233600;2
BBG000BT0CM2;SIVB;SPBXM;US78486Q1013;1;usd;{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};False;SVB Financial Group;SPB;1983-07-01 00:00:00+00:00;52088461;US;Соединенные Штаты Америки;financial;150000000;{'currency': 'usd', 'units': 0, 'nano': 1000000};5;False;True;True;False;1;{'units': 0, 'nano': 10000000};True;7ab4eca2-3f73-41f0-bdbf-18b741e82bbe;2
BBG000BJ49H3;BWA;SPBXM;US0997241064;1;usd;{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};False;BorgWarner;SPB;1993-08-12 00:00:00+00:00;214265791;US;Соединенные Штаты Америки;consumer;0;{'currency': 'usd', 'units': 0, 'nano': 10000000};5;False;True;True;True;1;{'units': 0, 'nano': 10000000};True;e8d1b48c-7c9e-4018-bc4b-933a1c42177e;2
BBG00LNJRQ09;AMCR;SPBXM;JE00BJ1F3079;1;usd;{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};False;Amcor;SPB;1970-01-01 00:00:00+00:00;1538319792;US;Соединенные Штаты Америки;materials;9000000000000;{'currency': 'usd', 'units': 0, 'nano': 10000000};5;False;True;True;True;1;{'units': 0, 'nano': 10000000};True;19dd8b08-7a30-4261-b5e7-e260fdc80cfb;2
BBG000BP0KQ8;EA;SPBXM;US2855121099;1;usd;{'units': 2, 'nano': 0};{'units': 2, 'nano': 0};{'units': 0, 'nano': 500000000};{'units': 0, 'nano': 500000000};{'units': 0, 'nano': 292900000};{'units': 0, 'nano': 224700000};True;Electronic Arts;SPB;1989-10-03 00:00:00+00:00;284581807;US;Соединенные Штаты Америки;telecom;1000000000;{'currency': 'usd', 'units': 0, 'nano': 10000000};5;False;True;True;True;1;{'units': 0, 'nano': 10000000};True;79186b74-97ca-48fd-9b2c-99d0ac9487d2;2
BBG00QPYJ5H0;TCSG;TQBR;TCS7238U2033;1;rub;{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};False;TCS Group;MOEX;2013-10-22 00:00:00+00:00;96239288;RU;Российская Федерация;financial;0;{'currency': 'usd', 'units': 0, 'nano': 0};5;False;True;True;True;3;{'units': 0, 'nano': 500000000};True;6afa6f80-03a7-4d83-9cf0-c19d7d021f76;1
BBG000BDLCQ0;RGA;SPBXM;US7593516047;1;usd;{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};False;Reinsurance Group of America I;SPB;1970-01-01 00:00:00+00:00;62583958;US;Соединенные Штаты Америки;financial;140000000;{'currency': 'usd', 'units': 0, 'nano': 10000000};5;False;True;True;True;1;{'units': 0, 'nano': 10000000};True;089b69c8-1da9-419e-8826-94e9cab5962b;2
BBG000BRXTR8;RRX;SPBXM;US7587501039;1;usd;{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};False;Regal Rexnord;SPB;1970-01-01 00:00:00+00:00;40942185;US;Соединенные Штаты Америки;electrocars;100000000;{'currency': 'usd', 'units': 0, 'nano': 10000000};5;False;True;True;True;1;{'units': 0, 'nano': 10000000};True;5d8b9330-c564-4c81-a6a6-b0159fd8fc76;2
BBG000CH5208;UNH;SPBXM;US91324P1021;1;usd;{'units': 2, 'nano': 0};{'units': 2, 'nano': 0};{'units': 0, 'nano': 500000000};{'units': 0, 'nano': 500000000};{'units': 0, 'nano': 292900000};{'units': 0, 'nano': 224700000};True;UnitedHealth;SPB;1992-03-01 00:00:00+00:00;942917366;US;Соединенные Штаты Америки;health_care;3000000000;{'currency': 'usd', 'units': 0, 'nano': 10000000};5;False;True;True;True;1;{'units': 0, 'nano': 10000000};True;5a2e5ab6-a7db-402e-90f7-c047ec900d10;2
BBG005D7QCJ3;DASH;SPBXM;US25809K1051;1;usd;{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};False;DoorDash;SPB;1970-01-01 00:00:00+00:00;253343000;US;Соединенные Штаты Америки;consumer;6000000000;{'currency': 'usd', 'units': 0, 'nano': 10000};5;False;True;True;False;1;{'units': 0, 'nano': 10000000};True;2241690d-90f0-45c4-a8d7-69575f746ea8;2
BBG000BJZ7V7;FUL;SPBXM;US3596941068;1;usd;{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};False;HB Fuller Co;SPB;1970-01-01 00:00:00+00:00;50885501;US;Соединенные Штаты Америки;materials;160000000;{'currency': 'usd', 'units': 1, 'nano': 0};5;False;True;True;True;1;{'units': 0, 'nano': 10000000};True;9bb2c004-f207-43f5-93a3-f5063472d48c;2
BBG0134WCM78;DKNG;SPBXM;US26142V1052;1;usd;{'units': 2, 'nano': 0};{'units': 2, 'nano': 0};{'units': 0, 'nano': 697500000};{'units': 1, 'nano': 102500000};{'units': 0, 'nano': 450000000};{'units': 0, 'nano': 450000000};False;DraftKings;SPB;1970-01-01 00:00:00+00:00;417916756;US;Соединенные Штаты Америки;consumer;900000000;{'currency': 'usd', 'units': 0, 'nano': 100000};5;False;True;True;False;1;{'units': 0, 'nano': 10000000};True;6d7d11bb-8707-4e87-a630-e863ad698696;2
BBG00L2B8KW8;VRT;SPBXM;US92537N1081;1;usd;{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};False;Vertiv Holdings Co;SPB;1970-01-01 00:00:00+00:00;352427840;US;Соединенные Штаты Америки;it;700000000;{'currency': 'usd', 'units': 0, 'nano': 100000};5;False;True;True;True;1;{'units': 0, 'nano': 10000000};True;7bc5aac8-02d4-4517-a487-0e1ecb51adf5;2
BBG000PSJMV7;TXRH;SPBXM;US8826811098;1;usd;{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};False;Texas Roadhouse Inc;SPB;2004-10-05 00:00:00+00:00;71550183;US;Соединенные Штаты Америки;consumer;100000000;{'currency': 'usd', 'units': 0, 'nano': 1000000};5;False;True;True;True;1;{'units': 0, 'nano': 10000000};True;7718d61e-a655-44d9-8ade-bc63fbe194fa;2
BBG00P19DKZ6;CHWY;SPBXM;US16679L1098;1;usd;{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};False;Chewy Inc;SPB;1970-01-01 00:00:00+00:00;1500000000;US;Соединенные Штаты Америки;consumer;0;{'currency': 'usd', 'units': 0, 'nano': 10000000};5;False;True;True;False;1;{'units': 0, 'nano': 10000000};True;bfc61e4b-9324-427b-b6c7-8fa7686d9a2a;2
BBG000DB3KT1;WTW;SPBXM;IE00BDB6Q211;1;usd;{'units': 2, 'nano': 0};{'units': 2, 'nano': 0};{'units': 0, 'nano': 500000000};{'units': 0, 'nano': 500000000};{'units': 0, 'nano': 292900000};{'units': 0, 'nano': 224700000};False;Willis Towers Watson;SPB;2001-06-12 00:00:00+00:00;129236178;US;Соединенные Штаты Америки;financial;1510003775;{'currency': 'usd', 'units': 0, 'nano': 304635};5;False;True;True;True;1;{'units': 0, 'nano': 10000000};True;ddcce5ee-8f79-4d4b-aabd-9014e865a304;2
BBG000BCVG28;POOL;SPBXM;US73278L1052;1;usd;{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};False;Pool Corp;SPB;1995-10-12 00:00:00+00:00;39391303;US;Соединенные Штаты Америки;consumer;100000000;{'currency': 'usd', 'units': 0, 'nano': 1000000};5;False;True;True;True;1;{'units': 0, 'nano': 10000000};True;2e8ad3ab-ac6e-4947-baf2-adcbaf0f0727;2
