figi;ticker;class_code;isin;lot;currency;klong;kshort;dlong;dshort;dlong_min;dshort_min;short_enabled_flag;name;exchange;ipo_date;issue_size;country_of_risk;country_of_risk_name;sector;issue_size_plan;nominal;trading_status;otc_flag;buy_available_flag;sell_available_flag;div_yield_flag;share_type;min_price_increment;api_trade_available_flag;uid;real_exchange
BBG000HLJ7M4;IDCC;SPBXM;US45867G1013;1;usd;{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};False;InterDigital;SPB;1981-11-01 00:00:00+00:00;33842244;US;Соединенные Штаты Америки;it;100000000;{'currency': 'usd', 'units': 0, 'nano': 10000000};5;False;True;True;True;1;{'units': 0, 'nano': 10000000};True;6526320a-68d5-4cdd-b519-2a827abb4647;2
BBG002293PJ4;RH;SPBXM;US74967X1037;1;usd;{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};False;RH;SPB;2012-11-02 00:00:00+00:00;21152191;US;Соединенные Штаты Америки;consumer;180000000;{'currency': 'usd', 'units': 0, 'nano': 100000};5;False;True;True;False;1;{'units': 0, 'nano': 10000000};True;be1ad2d5-4374-4e4e-9a30-0ecf2be54625;2
BBG000BH0FR6;SGEN;SPBXM;US81181C1045;1;usd;{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};False;Seagen Inc.;SPB;2001-03-06 00:00:00+00:00;10000000;US;Соединенные Штаты Америки;health_care;0;{'currency': 'usd', 'units': 0, 'nano': 1000000};5;False;True;True;False;1;{'units': 0, 'nano': 10000000};True;bae1b86d-cdc3-47a6-9140-18eb569275c4;2
BBG004MN1R41;NAVI;SPBXM;US63938C1080;1;usd;{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};False;Navient;SPB;1970-01-01 00:00:00+00:00;263012203;US;Соединенные Штаты Америки;financial;1125000000;{'currency': 'usd', 'units': 0, 'nano': 10000000};5;False;True;True;True;1;{'units': 0, 'nano': 10000000};True;3dfe3e8b-da84-4cb4-825a-a80b7f3553e1;2
BBG000BWS3F3;WGO;SPBXM;US9746371007;1;usd;{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};False;Winnebago Industries Inc;SPB;1970-01-01 00:00:00+00:00;31659393;US;Соединенные Штаты Америки;consumer;60000000;{'currency': 'usd', 'units': 0, 'nano': 500000000};5;False;True;True;True;1;{'units': 0, 'nano': 10000000};True;2cc17414-637c-485a-a187-0371d7d9c06a;2
BBG00Y3XYV94;MDMG;TQBR;US55279C2008;1;rub;{'units': 2, 'nano': 0};{'units': 2, 'nano': 0};{'units': 0, 'nano': 348600000};{'units': 0, 'nano': 540300000};{'units': 0, 'nano': 192900000};{'units': 0, 'nano': 241100000};True;Мать и дитя;MOEX;1970-01-01 00:00:00+00:00;75130000;RU;Российская Федерация;health_care;0;{'currency': 'usd', 'units': 1, 'nano': 0};5;False;True;True;True;3;{'units': 0, 'nano': 100000000};True;28e4783c-2fe3-47cd-932a-a4af753a7a70;1
BBG006KDCHJ4;TWST;SPBXM;US90184D1000;1;usd;{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};False;Twist Bioscience;SPB;1970-01-01 00:00:00+00:00;44662970;US;Соединенные Штаты Америки;health_care;100000000;{'currency': 'usd', 'units': 0, 'nano': 10000};5;False;True;True;False;1;{'units': 0, 'nano': 10000000};True;185022d1-ecb3-48bb-a5c2-0bea8905a699;2
BBG00TX393L4;FOUR;SPBXM;US82452J1097;1;usd;{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};False;Shift4 Payments;SPB;1970-01-01 00:00:00+00:00;21074996;US;Соединенные Штаты Америки;it;300000000;{'currency': 'usd', 'units': 0, 'nano': 100000};5;False;True;True;False;1;{'units': 0, 'nano': 10000000};True;408a85c4-e6cb-4b75-90a8-d7b5ee1ae118;2
BBG000BS5DR2;RHI;SPBXM;US7703231032;1;usd;{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};False;Robert Half;SPB;1970-01-01 00:00:00+00:00;124261548;US;Соединенные Штаты Америки;industrials;260000000;{'currency': 'usd', 'units': 0, 'nano': 1000000};5;False;True;True;True;1;{'units': 0, 'nano': 10000000};True;32e9cb9e-0d56-40a1-8a5e-94fbb9339a81;2
BBG000BDHD29;UNVR;SPBXM;US91336L1070;1;usd;{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};False;Univar Solutions Inc;SPB;2013-10-30 00:00:00+00:00;168616579;US;Соединенные Штаты Америки;industrials;2000000000;{'currency': 'usd', 'units': 0, 'nano': 10000000};5;False;True;True;False;1;{'units': 0, 'nano': 10000000};True;5cb04ee7-97b5-4c28-b45b-90ec19f948cb;2
BBG00ZHCX1X2;FIXP;TQBR;US33835G2057;1;rub;{'units': 2, 'nano': 0};{'units': 2, 'nano': 0};{'units': 0, 'nano': 910000000};{'units': 1, 'nano': 890000000};{'units': 0, 'nano': 700000000};{'units': 0, 'nano': 700000000};False;Fix Price Group;MOEX;1970-01-01 00:00:00+00:00;850000000;RU;Российская Федерация;consumer;0;{'currency': 'usd', 'units': 1, 'nano': 0};5;False;True;True;True;4;{'units': 0, 'nano': 100000000};True;ba64a3c7-dd1d-4f19-8758-94aac17d971b;1
BBG001R72SR9;UI;SPBXM;US90353W1036;1;usd;{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};False;Ubiquiti Inc;SPB;2011-10-14 00:00:00+00:00;82130312;US;Соединенные Штаты Америки;it;0;{'currency': 'usd', 'units': 0, 'nano': 1000000};5;False;True;True;True;1;{'units': 0, 'nano': 10000000};True;553fc455-e9ae-4b4c-b43b-24e85e94b075;2
BBG000BFDLV8;CERN;SPBXM;US1567821046;1;usd;{'units': 2, 'nano': 0};{'units': 2, 'nano': 0};{'units': 0, 'nano': 500000000};{'units': 0, 'nano': 500000000};{'units': 0, 'nano': 292900000};{'units': 0, 'nano': 224700000};False;Cerner;SPB;1986-12-01 00:00:00+00:00;343371936;US;Соединенные Штаты Америки;health_care;0;{'currency': 'usd', 'units': 0, 'nano': 10000000};1;False;True;True;True;1;{'units': 0, 'nano': 10000000};True;55e06d4e-63a3-4a56-8d89-1c36564ffb92;2
BBG00YQ82275;SHLS;SPBXM;US82489W1071;1;usd;{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};False;Shoals Technologies Group, Inc.;SPB;1970-01-01 00:00:00+00:00;90977751;US;Соединенные Штаты Америки;consumer;1000000000;{'currency': 'usd', 'units': 0, 'nano': 10000};5;False;True;True;False;1;{'units': 0, 'nano': 10000000};True;10f0c1f2-2433-48b4-a64f-33e33356a096;2
BBG002WMH2F2;TMX;SPBXM;US88087E1001;1;usd;{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};False;Terminix Global Holdings;SPB;2014-06-26 00:00:00+00:00;131981085;US;Соединенные Штаты Америки;consumer;2000000000;{'currency': 'usd', 'units': 0, 'nano': 10000000};5;False;True;True;False;1;{'units': 0, 'nano': 10000000};True;e752111d-521f-4e41-85df-50358e62db3d;2
BBG000D42FJ0;DDD;SPBXM;US88554D2053;1;usd;{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};False;3D Systems Corp;SPB;1970-01-01 00:00:00+00:00;102780833;US;Соединенные Штаты Америки;it;0;{'currency': 'usd', 'units': 0, 'nano': 1000000};5;False;True;True;False;1;{'units': 0, 'nano': 10000000};True;88d1fe1c-0409-4d26-a5dc-bc4b292d6c55;2
BBG000BMWKC5;KMT;SPBXM;US4891701009;1;usd;{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};False;Kennametal Inc;SPB;1967-01-23 00:00:00+00:00;82390406;US;Соединенные Штаты Америки;industrials;120000000;{'currency': 'usd', 'units': 1, 'nano': 250000000};5;False;True;True;True;1;{'units': 0, 'nano': 10000000};True;44a2d008-0c00-4300-a026-1cea16ba571b;2
BBG000BQHGR6;OKE;SPBXM;US6826801036;1;usd;{'units': 2, 'nano': 0};{'units': 2, 'nano': 0};{'units': 0, 'nano': 500000000};{'units': 0, 'nano': 500000000};{'units': 0, 'nano': 292900000};{'units': 0, 'nano': 224700000};True;ONEOK;SPB;1954-05-24 00:00:00+00:00;445660920;US;Соединенные Штаты Америки;energy;1200000000;{'currency': 'usd', 'units': 0, 'nano': 10000000};5;False;True;True;True;1;{'units': 0, 'nano': 10000000};True;b29d8edd-7596-4382-9015-9c87c9e8fbd2;2
BBG000BNSZP1;MCD;SPBXM;US5801351017;1;usd;{'units': 2, 'nano': 0};{'units': 2, 'nano': 0};{'units': 0, 'nano': 500000000};{'units': 0, 'nano': 500000000};{'units': 0, 'nano': 292900000};{'units': 0, 'nano': 224700000};True;McDonald’s;SPB;1965-04-21 00:00:00+00:00;746798875;US;Соединенные Штаты Америки;consumer;3500000000;{'currency': 'usd', 'units': 0, 'nano': 10000000};5;False;True;True;True;1;{'units': 0, 'nano': 10000000};True;c768e9db-dcaf-4524-a6b8-a246dc85987d;2
BBG000BHJSC4;BBSI;SPBXM;US0684631080;1;usd;{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};False;Barrett Business Services Inc;SPB;1993-06-11 00:00:00+00:00;7407504;US;Соединенные Штаты Америки;industrials;20500000;{'currency': 'usd', 'units': 0, 'nano': 10000000};5;False;True;True;True;1;{'units': 0, 'nano': 10000000};True;c63e693f-5f39-4098-bb36-0adda77b990b;2
BBG000PSNMN1;1928;SPBHKEX;KYG7800X1079;100;hkd;{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};False;Sands China;SPB_HK;1970-01-01 00:00:00+00:00;8074417766;CN;Китайская Народная Республика;real_estate;16000000000;{'currency': 'usd', 'units': 0, 'nano': 10000000};5;False;True;True;False;1;{'units': 0, 'nano': 10000000};True;49e75489-58a8-4451-a433-eb7281c62c05;2
BBG000BXK6C5;MGPI;SPBXM;US55303J1060;1;usd;{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};False;MGP Ingredients;SPB;1970-01-01 00:00:00+00:00;17027063;US;Соединенные Штаты Америки;consumer;40000000;{'currency': 'usd', 'units': 0, 'nano': 0};5;False;True;True;True;1;{'units': 0, 'nano': 10000000};True;60adda90-990a-4783-a6dd-c40416bbcf25;2
BBG005YHY0Q7;JD;SPBXM;US47215P1066;1;usd;{'units': 2, 'nano': 0};{'units': 2, 'nano': 0};{'units': 0, 'nano': 500000000};{'units': 0, 'nano': 500000000};{'units': 0, 'nano': 292900000};{'units': 0, 'nano': 224700000};True;JD.com;SPB_WEEKEND;1970-01-01 00:00:00+00:00;1336859834;CN;Китайская Народная Республика;consumer;0;{'currency': 'usd', 'units': 2, 'nano': 0};5;False;True;True;False;3;{'units': 0, 'nano': 10000000};True;ec52b618-23ee-4d6d-995a-0b1dc1b608c4;2
BBG00FH3FM15;TCRR;SPBXM;US87808K1060;1;usd;{'units': 2, 'nano': 0};{'units': 2, 'nano': 0};{'units': 0, 'nano': 883000000};{'units': 1, 'nano': 749000000};{'units': 0, 'nano': 658000000};{'units': 0, 'nano': 658000000};False;TCR2 Therapeutics Inc;SPB;2019-02-14 00:00:00+00:00;23940025;US;Соединенные Штаты Америки;health_care;150000000;{'currency': 'usd', 'units': 0, 'nano': 100000};5;False;True;True;False;1;{'units': 0, 'nano': 10000000};True;aa2647ba-25fb-4d8a-a9d1-7d925d966436;2
BBG00G4Y2DC1;WTTR;SPBXM;US81617J3014;1;usd;{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};False;Select Energy Services Inc;SPB;2017-04-21 00:00:00+00:00;79979465;US;Соединенные Штаты Америки;energy;350000000;{'currency': 'usd', 'units': 0, 'nano': 10000000};5;False;True;True;False;1;{'units': 0, 'nano': 10000000};True;b6890ed8-c6a1-40b5-9c23-7ff77f95bcf5;2
BBG000BXQ7R1;ZNH;SPBXM;US1694091091;1;usd;{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};False;China Southern Airlines;SPB;1997-07-25 00:00:00+00:00;85502897;CN;Китайская Народная Республика;industrials;0;{'currency': 'usd', 'units': 50, 'nano': 0};5;False;True;True;True;3;{'units': 0, 'nano': 10000000};True;a1b240ff-7f58-49a4-8f72-74d316a703c7;2
BBG000LJS6B8;ALGT;SPBXM;US01748X1028;1;usd;{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};False;Allegiant Travel Co;SPB;2006-12-08 00:00:00+00:00;16281038;US;Соединенные Штаты Америки;industrials;0;{'currency': 'usd', 'units': 0, 'nano': 1000000};5;False;True;True;True;1;{'units': 0, 'nano': 10000000};True;5e6279e5-42f1-4cc5-b830-5f8844a915e2;2
BBG002R1CW27;IR;SPBXM;US45687V1061;1;usd;{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};False;Ingersoll-Rand;SPB;1970-01-01 00:00:00+00:00;11000000;US;Соединенные Штаты Америки;industrials;0;{'currency': 'usd', 'units': 0, 'nano': 10000000};5;False;True;True;True;1;{'units': 0, 'nano': 10000000};True;157956b0-b67b-4706-8d90-ce2c219c08d8;2
BBG000BWSV34;WHR;SPBXM;US9633201069;1;usd;{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};False;Whirlpool;SPB;1970-01-01 00:00:00+00:00;75108173;US;Соединенные Штаты Америки;consumer;250000000;{'currency': 'usd', 'units': 1, 'nano': 0};5;False;True;True;True;1;{'units': 0, 'nano': 10000000};True;9db5ea3a-753f-4e7d-9a0e-ed01d8cc8481;2
BBG000G7CDN9;WMS;SPBXM;US00790R1041;1;usd;{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};False;Advanced Drainage Systems;SPB;1970-01-01 00:00:00+00:00;70561388;US;Соединенные Штаты Америки;other;1000000000;{'currency': 'usd', 'units': 0, 'nano': 10000000};5;False;True;True;True;1;{'units': 0, 'nano': 10000000};True;eed26d83-15a2-40a2-8d30-3d38672573e1;2
BBG00HCY3Q67;WH;SPBXM;US98311A1051;1;usd;{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};False;Wyndham Hotels & Resorts;SPB;1970-01-01 00:00:00+00:00;99501593;US;Соединенные Штаты Америки;consumer;0;{'currency': 'usd', 'units': 0, 'nano': 10000000};5;False;True;True;True;1;{'units': 0, 'nano': 10000000};True;db3de0b8-072e-4bdf-bd0a-3ddcae4c4714;2
BBG000BLMTR3;PUM@DE;SPBDE;DE0006969603;1;eur;{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};False;PUMA SE;SPB_DE;1970-01-01 00:00:00+00:00;15082464;DE;Федеративная Республика Германия;consumer;0;{'currency': 'eur', 'units': 0, 'nano': 0};4;False;True;True;True;1;{'units': 0, 'nano': 10000000};True;cf7062e5-4ae8-4427-b158-acbf360f4406;2
BBG004730JJ5;MOEX;TQBR;RU000A0JR4A1;10;rub;{'units': 2, 'nano': 0};{'units': 2, 'nano': 0};{'units': 0, 'nano': 218700000};{'units': 0, 'nano': 300200000};{'units': 0, 'nano': 116100000};{'units': 0, 'nano': 140300000};True;Московская Биржа;MOEX_WEEKEND;2011-09-16 00:00:00+00:00;2276401458;RU;Российская Федерация;financial;1659840000;{'currency': 'rub', 'units': 1, 'nano': 0};5;False;True;True;True;1;{'units': 0, 'nano': 10000000};True;5e1c2634-afc4-4e50-ad6d-f78fc14a539a;1
BBG000BB6KF5;MET;SPBXM;US59156R1086;1;usd;{'units': 2, 'nano': 0};{'units': 2, 'nano': 0};{'units': 0, 'nano': 500000000};{'units': 0, 'nano': 500000000};{'units': 0, 'nano': 292900000};{'units': 0, 'nano': 224700000};True;MetLife;SPB;2000-04-04 00:00:00+00:00;856897461;US;Соединенные Штаты Америки;financial;3000000000;{'currency': 'usd', 'units': 0, 'nano': 10000000};5;False;True;True;True;1;{'units': 0, 'nano': 10000000};True;2e65381d-d931-4231-ac20-e6120dc152b9;2
BBG000QY4ZD0;AGIO;SPBXM;US00847X1046;1;usd;{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};False;Agios Pharmaceuticals Inc;SPB;2011-07-28 00:00:00+00:00;58395419;US;Соединенные Штаты Америки;health_care;125000000;{'currency': 'usd', 'units': 0, 'nano': 1000000};5;False;True;True;False;1;{'units': 0, 'nano': 10000000};True;431ad5fc-7a24-46d2-a205-22bc9fbd88dc;2
BBG000BTNGZ4;OMCL;SPBXM;US68213N1090;1;usd;{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};False;Omnicell Inc;SPB;2001-08-07 00:00:00+00:00;41218603;US;Соединенные Штаты Америки;health_care;100000000;{'currency': 'usd', 'units': 0, 'nano': 1000000};5;False;True;True;False;1;{'units': 0, 'nano': 10000000};True;432e3438-bf31-4645-ad9f-32054086a1ae;2
BBG000BR2B91;PFE;SPBXM;US7170811035;1;usd;{'units': 2, 'nano': 0};{'units': 2, 'nano': 0};{'units': 0, 'nano': 500000000};{'units': 0, 'nano': 500000000};{'units': 0, 'nano': 292900000};{'units': 0, 'nano': 224700000};False;Pfizer;SPB_MORNING;1942-06-22 00:00:00+00:00;5606688356;US;Соединенные Штаты Америки;health_care;0;{'currency': 'usd', 'units': 0, 'nano': 50000000};5;False;True;True;True;1;{'units': 0, 'nano': 10000000};True;83140036-4e5c-4097-8ef3-fa65d036655b;2
BBG000CQCCK6;WIRE;SPBXM;US2925621052;1;usd;{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};False;Encore Wire Corporation;SPB;1970-01-01 00:00:00+00:00;20557211;US;Соединенные Штаты Америки;industrials;40000000;{'currency': 'usd', 'units': 0, 'nano': 10000000};5;False;True;True;True;1;{'units': 0, 'nano': 10000000};True;b6eb47dd-d900-4e8e-b728-704c37ce4f0d;2
BBG0113JGQF0;STX;SPBXM;IE00BKVD2N49;1;usd;{'units': 2, 'nano': 0};{'units': 2, 'nano': 0};{'units': 0, 'nano': 500000000};{'units': 0, 'nano': 567500000};{'units': 0, 'nano': 292900000};{'units': 0, 'nano': 252000000};True;Seagate;SPB;1970-01-01 00:00:00+00:00;227603061;IE;;it;1250000000;{'currency': 'usd', 'units': 0, 'nano': 10000};5;False;True;True;True;1;{'units': 0, 'nano': 10000000};True;b5899916-28a4-4bc2-b3c1-44ef773737bf;2
BBG000PN9NB9;ALTR;SPBXM;US0213691035;1;usd;{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};False;Altair Engineering Inc;SPB;1996-11-14 00:00:00+00:00;9387512000;US;Соединенные Штаты Америки;it;76000000000;{'currency': 'usd', 'units': 0, 'nano': 100000};5;False;True;True;False;1;{'units': 0, 'nano': 10000000};True;00d4ea14-27dd-46b0-a726-a9b0a7e8c683;2
BBG000QBR5J5;DFS;SPBXM;US2547091080;1;usd;{'units': 2, 'nano': 0};{'units': 2, 'nano': 0};{'units': 0, 'nano': 500000000};{'units': 0, 'nano': 500000000};{'units': 0, 'nano': 292900000};{'units': 0, 'nano': 224700000};True;Discover Financial Services;SPB;1993-02-22 00:00:00+00:00;380190745;US;Соединенные Штаты Америки;financial;2000000000;{'currency': 'usd', 'units': 0, 'nano': 10000000};5;False;True;True;True;1;{'units': 0, 'nano': 10000000};True;72591784-f8bd-49cf-9831-2ed874faee31;2
BBG00629NGT2;TTD;SPBXM;US88339J1051;1;usd;{'units': 2, 'nano': 0};{'units': 2, 'nano': 0};{'units': 0, 'nano': 540300000};{'units': 0, 'nano': 747700000};{'units': 0, 'nano': 322000000};{'units': 0, 'nano': 322000000};True;Trade Desk Inc/The;SPB;1970-01-01 00:00:00+00:00;32695082;US;Соединенные Штаты Америки;it;1000000000;{'currency': 'usd', 'units': 0, 'nano': 1000};5;False;True;True;False;1;{'units': 0, 'nano': 10000000};True;add8f614-caf0-411e-9a44-859581115e97;2
BBG000FJH8W0;THG;SPBXM;US4108671052;1;usd;{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};False;Hanover Insurance Group;SPB;1970-01-01 00:00:00+00:00;38446006;US;Соединенные Штаты Америки;financial;300000000;{'currency': 'usd', 'units': 0, 'nano': 10000000};5;False;True;True;True;1;{'units': 0, 'nano': 10000000};True;39f971cf-4bb9-48cb-bc29-bfe39c8f25ac;2
BBG000DW76Y6;FICO;SPBXM;US3032501047;1;usd;{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};False;Fair Isaac Corp;SPB;1987-07-01 00:00:00+00:00;28990026;US;Соединенные Штаты Америки;it;200000000;{'currency': 'usd', 'units': 0, 'nano': 10000000};5;False;True;True;False;1;{'units': 0, 'nano': 10000000};True;8df3a5cf-05ab-4940-ada8-28b81decec23;2
BBG000BJ81C1;TRV;SPBXM;US89417E1091;1;usd;{'units': 2, 'nano': 0};{'units': 2, 'nano': 0};{'units': 0, 'nano': 500000000};{'units': 0, 'nano': 500000000};{'units': 0, 'nano': 292900000};{'units': 0, 'nano': 224700000};False;Travelers Cos;SPB;1970-01-01 00:00:00+00:00;270261296;US;Соединенные Штаты Америки;financial;1750000000;{'currency': 'usd', 'units': 0, 'nano': 0};5;False;True;True;True;1;{'units': 0, 'nano': 10000000};True;27ab7e0b-6c3e-4773-b042-2591f34a14ea;2
BBG000BG3445;COO;SPBXM;US2166484020;1;usd;{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};False;The Cooper Companies;SPB;1983-12-06 00:00:00+00:00;49104101;US;Соединенные Штаты Америки;health_care;120000000;{'currency': 'usd', 'units': 0, 'nano': 100000000};5;False;True;True;True;1;{'units': 0, 'nano': 10000000};True;21608f7f-a919-4eaf-9e1d-31390a57fff6;2
BBG000HN7W02;PLUS;SPBXM;US2942681071;1;usd;{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};False;ePlus Inc;SPB;2005-06-22 00:00:00+00:00;26235000;US;Соединенные Штаты Америки;it;25000000;{'currency': 'usd', 'units': 0, 'nano': 10000000};5;False;True;True;False;1;{'units': 0, 'nano': 10000000};True;c775a069-81fb-472b-a6a8-c357616f3561;2
BBG002PHSYX9;FANG;SPBXM;US25278X1090;1;usd;{'units': 2, 'nano': 0};{'units': 2, 'nano': 0};{'units': 1, 'nano': 0};{'units': 1, 'nano': 0};{'units': 1, 'nano': 0};{'units': 1, 'nano': 0};False;Diamondback Energy Inc;SPB;2012-10-12 00:00:00+00:00;98621440;US;Соединенные Штаты Америки;energy;200000000;{'currency': 'usd', 'units': 0, 'nano': 10000000};5;False;True;True;True;1;{'units': 0, 'nano': 10000000};True;8777854f-c9d2-4e0c-842d-ea6d4987d30d;2
BBG000C16952;2382;SPBHKEX;KYG8586D1097;10;hkd;{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};{'units': 0, 'nano': 0};False;Sunny Optical Technology;SPB_HK;1970-01-01 00:00:00+00:00;1097000000;CN;Китайская Народная Республика;other;0;{'currency': 'hkd', 'units': 0, 'nano': 100000000};5;False;True;True;True;1;{'units': 0, 'nano': 50000000};True;947cb9df-27b6-4af8-a951-8c5823b007cc;2
BBG000BHLYP4;CME;SPBXM;US12572Q1058;1;usd;{'units': 2, 'nano': 0};{'units': 2, 'nano': 0};{'units': 0, 'nano': 500000000};{'units': 0, 'nano': 500000000};{'units': 0, 'nano': 292900000};{'units': 0, 'nano': 224700000};True;CME GROUP;SPB;2002-12-06 00:00:00+00:00;359135132;US;Соединенные Штаты Америки;financial;1000000000;{'currency': 'usd', 'units': 0, 'nano': 10000000};5;False;True;True;True;1;{'units': 0, 'nano': 10000000};True;7260e658-c86c-469b-ac77-e5e416e2cf90;2
BBG000BTCH57;CHRW;SPBXM;US12541W2098;1;usd;{'units': 2, 'nano': 0};{'units': 2, 'nano': 0};{'units': 0, 'nano': 500000000};{'units': 0, 'nano': 500000000};{'units': 0, 'nano': 292900000};{'units': 0, 'nano': 224700000};False;C.H. Robinson Worldwide;SPB;1997-10-14 00:00:00+00:00;131711746;US;Соединенные Штаты Америки;industrials;480000000;{'currency': 'usd', 'units': 0, 'nano': 100000000};5;False;True;True;True;1;{'units': 0, 'nano': 10000000};True;f2eb7eef-6bb1-4be6-a7e1-46dffd25f432;2
